genus,epitet,author
Dianthus,actinopetalus,Fenzl
Dianthus,crinitus,Smith
Dianthus,cyri,Fisch. et Mey.
Dianthus,dumulosus,Boiss. et Huet
Dianthus,fimbriatus,M. Bieb.
Dianthus,floribundus,Boiss.
Dianthus,haussknechtii,Boiss.
Dianthus,hypàchlorus,Boiss.
Dianthus,judaicus,Boiss.
Dianthus,karami,Bl.
Dianthus,libanotis,Labili.
Dianthus,micranthus,Boiss. et Held.
Dianthus,multipunctatus,Ser.
Dianthus,orientalis,Adams
Dianthus,pachypetalus,Stapf
Dianthus,pallens,Sibth. et Smith
Dianthus,pendulus,Boiss. et Bl.
Dianthus,pogonopetalus,Boiss.
Dianthus,polycladus,Boiss.
Dianthus,strictus,Banks et Sol.
Dianthus,superbus,L.
Dianthus,tripunctatus,Sibth. et Smith
Dianthus,velutinus,Guss.
Dichoglottis,,
Dichoglottis,linearifolia,Fisch et Mey.
Digitaria,,
Digitaria,sanguinalis,(L.) Scop.
Dracunculus,,
Dracunculus,crassipes,Boiss.
Dryopteris,,
Dryopteris,aculeata,(L.) O. Kuntze
Dryopteris,libanotica,(Ros.) A. Christ.
Dryopteris,pallida,(Bory) Fomin
Dryopteris,rigida,(Hoffm.) Underw.
Dryopteris,spinulosa,(Sw.) O. Kuntze
Dryopteris,thelypteris,(L.) A. Gray
Dryopteris,villarsii,(Bell.) H. Woynar
Echinaria,,
Echinaria,capitata,(L.) Desf.
Echinochloa,,
Echinochloa,colona,(L.) Link
Echinochloa,crus-galli,(L.) Beauv.
Echinochloa,eruciformis,(Sibth. et Smith) C. Koch
Echinodorus,,
Echinodorus,ranunculoides,(L.) Engelm.
EchinopsiloTi,,
EchinopsiloTi,hyssopifolium,(Pall.) Moqu.
EchinopsiloTi,muricatum,L.) Moqu.
Eleocharis,,
Elymus,,
Elymus,caput-medusae,L.
Elymus,crinitus,Schreb.
Elymus,delileanus,Schult.
Elymus,geniculatus,Del.
Elymus,pilifer,Banks et Sol.
Elytrigia,,
Elytrigia,aucheri,(Boiss.) Nevski
Elytrigia,elongata,(Host) Nevski
Elytrigia,juncea,(L.) Nevski
Elytrigia,libanotica,(Hack.) Nevski
Elytrigia,repens,L.) Beauv.
Emex,,
Emex,spinosus,(L.) Campdera
Eminium,,
Eminium,intôrtum,(Banks et Sol.) O. Ktze
Eminium,spiculatum,(Blume) O. Kuntze
Ephedra,,
Ephedra,alata,Decne
Ephedra,alte,C. A. Mey.
Ephedra,campylopoda,C. A. Mey.
Ephedra,fragilis,Desf.
Epipactis,,
Epipactis,consimilis,Don.
Epipactis,helleborine,(L.) Crantz
Epipactis,latifolia,(L.) Ail.
Epipactis,veratrifolia,Boiss. et Heldr. '
Equisetum,,
Equisetum,maximum,Lam.
Equisetum,palustre,L.
Equisetum,ramosissimum,Desf.
Equisetum,ramosum,Schleich
Equisetum,telmateia,Ehrh.
Eragrostis,,
Eragrostis,cilianensis,(Ail.) Vign.-Lut.
Eragrostis,megastachya,Link
Eragrostis,minor,Host
Eragrostis,pilosa,(L.) Beauv.
Eragrostis,poaeoides,Beauv.
Eragrostis,tatarica,(Fisch.) Henr.
Eremopoa,,
Eremopoa,persica,(Trin.) Roshev
Eremopyron,,
Eremopyron,buonapartis,(Spreng.) Nevski
Eremopyron,distans,(C. Koch) Nevski
Eremurus,,
Eremurus,inderiensis,(Stev.) Regel
Eremurus,libarwticus,Boiss. et Bal.
Eremurus,spectabilis,"M. Bieb. J.d,IlLIlU."
Eremurus,hostii,Griseb.
Eremurus,ravennae,(L.) Beauv.
Eremurus,strictus,"(Host), Bluff, et Fingerh."
Erythrostictus,,
Erythrostictus,palaestinus,Boiss.
Eupteris,,
Eurotia,,
Eurotia,ceratoides,(L.) C. A. Mey.
Fagopyrum,,
Fagopyrum,convolvulus,L.) Gross.
Fagus,,
Fagus,orientalis,Lipsky
Festuca,,
Festuca,arundinacea,Schreb.
Festuca,bromoides,L.
Festuca,callieri,(Hack.) Markgr.
Festuca,ciliata,Pers.
Festuca,dichotoma,Forsk.
Festuca,diversifolia,Boiss. et Bal.
Festuca,fenas,Lag.
Festuca,indigesta,Boiss.
Festuca,inops,Del.
Festuca,laevis,(Hack.) Nym.
Festuca,maritima,L.
Festuca,myuros,L.
Festuca,ovina,L.
Festuca,phleoides,Vill.
Festuca,pinifolia,(Hack.) Bornm.
Festuca,pratensis,Huds.
Festuca,rigida,L.
Festuca,sciuroides,Roth
Festuca,sylvatica,Huds.
Festuca,tenuiflora,Schrad.
Festuca,uniglumis,Solander
Festuca,valesiaca,Schleich.
Ficus,,
Ficus,carica,L.
Ficus,sycomorus,L.
Fimbristylis,,
Fimbristylis,bis-umbellata,(Forsk.) Bub.
Fimbristylis,dichotoma,auct.
Fimbristylis,ferruginea,(L.) Vahl
Fritillaria,,
Fritillaria,açmopetala,Boiss.
Fritillaria,crassifolia,Boiss. et Huet
Fritillaria,elwesii,Boiss.
Fritillaria,hermonis,Fenzl
Fritillaria,libanotica,(Boiss.) Baker
Fritillaria,olivieri,Baker
Fritillaria,persica,L.
Fritillaria,pinardi,Boiss.
Fritillaria,platyptera,Sam.
Fuirena,,
Fuirena,pubescens,(Poir.) Kunth
Gagea,,
Gagea,anisanthos,G. Koch
Gagea,arvensis,(Pers.) Dumort.
Gagea,bohemica,Zausch.
Gagea,boissieri,Pascher
Gagea,chlorantha,M. Bieb.
Gagea,circinata,(L. f.) Pascher
Gagea,commutata,C. Koch
Gagea,damascena,Boiss.
Gagea,dayana,Chodat et Bobs.
Gagea,dubia,Terracciano
Gagea,fibrosa,(Desf.) Schult.
Gagea,fistulosa,(Ram.) Ker-Gawl.
Gagea,foliosa,Presl
Gagea,gageoides,(Zucc.) Vved.
Gagea,liottardi,(Sternb.) Schult. f.
Gagea,micrantha,(Boiss.) Pascher
Gagea,minima,(L.) Ker-Gawler
Gagea,peduncularis,(Presl) Pascher
Gagea,persica,Boiss.
Gagea,procera,Moût.
Gagea,reticulata,(Pali.) Schult.
Gagea,rigida,Boiss. et Sprun.
Galanthus,,
Galanthus,fosteri,Baker
Gastridium,,
Gastridium,lendigerum,(L.) Gaud.
Gastridium,scabrum,Presl
Gastridium,ventricosum,(Gouan) Schinz
Gaudinia,,
Gaudinia,fragilis,(L.) Beauv.
Gaudinopsis,,
Gaudinopsis,macra,(Stev.) Eig
Girgensohnia,,
Girgensohnia,oppositiflora,Pali.
Githago,,
Githago,segetum,Desf.
Gladiolus,,
Gladiolus,aleppicus,Boiss.
Gladiolus,anatolicus,Boiss.
Gladiolus,atroviolaceus,Boiss.
Gladiolus,communis,L.
Gladiolus,illyricus,Koch
Gladiolus,imbricatus,L.
Gladiolus,segetum,Ker-Gawler
Glinus,,
Glinus,dictamnoides,Burm. fil.
Glinus,lotoides,L.
Glyceria,,
Glyceria,distans,(L.) Wahlgr.
Glyceria,fluitans,L.
Glyceria,plicata,Fries
Glyceria,procumbens,(Curt.) Smith
Glyceria,rupestris,(Whit.) E. Marsh.
Gomphrena,,
Gomphrena,globosa,L.
Gomphrena,sessUis,L.
Gymnadenia,,
Gymnadenia,conopsea,(L.) R. Br.
Gymnogramma,,
Gymnogramma,leptophylla,(L.) Desv.
Gynandriris,,
Gynandriris,sisyrinchium,(L.) Pari.
Gypsophila,,
Gypsophila,anatolica,Boiss.
Gypsophila,antari,Post et Beauv.
Gypsophila,antilibanotica,Post
Gypsophila,arabica,Barkoudah
Gypsophila,arsusiana,(Ky) Williams
Gypsophila,aucheri,Boiss.
Gypsophila,capillaris,(Forsk.) Christ.
Gypsophila,cœlesyriaca,(Boiss.) Williams
Gypsophila,damascena,Boiss.
Gypsophila,elegans,M. Bieb
Gypsophila,frankenioides,Boiss.
Gypsophila,gypsophiloides,(Fenzl) Blakel.
Gypsophila,haussknechtii,Boiss.
Gypsophila,heteropoda,Freyn et Sin t.
Gypsophila,hirsuta,Labili.
Gypsophila,hygrophila,Post
Gypsophila,libanotica,Boiss.
Gypsophila,linearifolia,Fisch. et Mey.) Boiss.
Gypsophila,mollis,(Boiss.) Bornm.
Gypsophila,pallida,Stapf
Gypsophila,perfoliata,L.
Gypsophila,polygonoid.es,(Willd.) Halacsy
Gypsophila,porrigens,(L.) Boiss.
Gypsophila,rokejeka,Del.
Gypsophila,ruscifolia,Boiss.
Gypsophila,trichopoda,Boiss.
Gypsophila,trichotoma,Wend.
Gypsophila,venusta,Fenzl
Gypsophila,viscosa,Murr.
Habrosia,,
Habrosia,spinuliflora,(Ser.) Fenzl
Halimione,,
Halimione,portulacoides,(L.) Aellen
Halimocnemis,,
Halimocnemis,hispida,C. A. Mey.
Halimocnemis,pilosa,Moqu.
Halocharis,,
Halocharis,hispida,(C. A. Mey.) Moqu.
Halocharis,sulphurea,Moqu.
Halocharis,syriaca,Eig
Halocnemum,,
Halocnemum,strobilaceum,(Pall.) Bieb.
Halogeton,,
Halogeton,alopecuroides,(Del.) Moqu.
Halopeplis,,
Halopeplis,amplexicaulis,(Vahl) Ung.-Sternb.
Haloxylon,,
Haloxylon,articulatum,(Gav.) Bunge
Haloxylon,ramosissimum,(Boiss.) Benth. et Hook.
Haloxylon,salicornicum,(Moqu.) Bunge
Haloxylon,schweinfurthii,Asch.
Heleocharis,,
Heleocharis,macrantha,Bockel
Heleocharis,palustris,(L.) R. Br.
Heleochloa,,
Heleochloa,acutiglumis,Boiss.
Heleochloa,alpicola,Hochstt.
Heleochloa,alopecuroides,"(Pill, et Mitterp.) Host"
Heleochloa,orientalis,(Boiss.) Dinsm.
Heleochloa,schœnoides,(L.) Host
Helicophyllum,,
Helicophyllum,crassipes,(Boiss.) Schott
Helicophyllum,rauwolfii,(Blume) Schott
Helictotrichon,,
Helictotrichon,convolutum,(Presl) Henr.
Hemarthria,,
Hemarthria,altissima,(Poir.) Stapf et Hubb.
Hemarthria,fasciculata,(Lam.) Kunth
Henrardia,,
Henrardia,persica,(Boiss.) C. Hubb.
Herniaria,,
Herniaria,arabica,Hand.-Mazz.
Herniaria,cinerea,Lam. et D.C.
Herniaria,densifiora,Williams
Herniaria,glabra,L.
Herniaria,hemistemon,J. Gay
Herniaria,hirsuta,L.
Herniaria,incana,Lam.
Herniaria,macrocarpa,Sibth. et Smith
Herniaria,microcarpa,Presl
Heteranthelium,,
Heteranthelium,piliferum,(Banks et Sol.) Hochstt.
Heteropogon,,
f,,
f,allionii,(Lam. et D.C.) Rœm. et Sch.
f,contortus,(L.) Rœm. et Schult.
Himantoglossum,,
Himantoglossum,affine,(Boiss.) Schlecht.
Himantoglossum,bolleanum,Schlecht.
Himantoglossum,caprinum,(M. Bieb.) Spreng.
Holcus,,
Holcus,annuus,Salzm.
Holcus,halepensis,L.
Holcus,lanatus,L.
Holcus,setiglumis,Boiss.
Holcus,setosus,Trin.
Holoschœnus,,
Holoschœnus,vulgaris,Link
Holosteum,,
Holosteum,liniflorum,Stev.
Holosteum,umbellatum,L.
Hordeum,,
Hordeum,bulbosum,L.
Hordeum,gussoneanum,Pari.
Hordeum,hystrix,Roth.
Hordeum,ithaburense,Boiss.
Hordeum,leporinum,Link
Hordeum,maritimum,With.
Hordeum,murinum,L.
Hordeum,nodosum,L.
Hordeum,pratense,Huds.
Hordeum,secalinum,Schreb.
Hordeum,spontaneum,C. Koch
Humulus,,
Humulus,lupulus,L.
Hyacinthella,,
Hyacinthella,nervosa,(Bertol.) Chouard
Hyacinthus,,
Hyacinthus,comosus,L.
Hyacinthus,nervosus,Bertol.
Hyacinthus,orientalis,L.
Hyacinthus,racemosus,L.
Hydrocharis,,
Hydrocharis,morsus-ranae,L.
Hyparrhenia,,
Hyparrhenia,hirta,(L.) Stapf
Hypocylix,,
Hypocylix,kerneri,Wol.
Hypocylix,.,neghevensis Iljin
Hypoxis,,
Hypoxis,fascicularis,L.
Illecebrum,,
Illecebrum,ambicum,L.
Illecebrum,paronychia,L.
Imperata,,
Imperata,arundinacea,Cyr.
Imperata,cylindrica,(L.) Beauv.
Ionorchis,,
Ionorchis,abortiva,(L.) Beck
Iris,,
Iris,albicans,Lange
Iris,antilibanotica,Dinsm.
Iris,atrofusca,Baker
Iris,atropurpurea,Baker
Iris,auranitica,Dinsm.
Iris,barnumae,Fost. et Bak.
Iris,basaltica,Dinsm.
Iris,bismarckiana,Regel
Iris,bostrensis,Moût.
Iris,bulbocodium,L.
Iris,caeruleo-violacea,(Gomb.) Moût.
Iris,c„lcarea,Dinsm.
Iris,caucasica,Hoffm.
Iris,cedreti,Dinsm.
Iris,cretensis,Janka
Iris,damascena,Moût.
Iris,fumosa,Boiss. et Hausskn.
Iris,grant-duffii,Baker
Iris,hauranensis,Dinsm.
Iris,helenae,Barb.
Iris,hermona,Dinsm.
Iris,heylandiana,Boiss. et Reut.
Iris,histrio,Reichenb.
Iris,jordana,Dinsm.
Iris,kasruwana,Dinsm.
Iris,lortetii,W. Barb.
Iris,melanosticta,Bornm.
Iris,mesopotamica,Dykes
Iris,nazarena,(Foster) Dinsm.
Iris,nusairiensis,Moût.
Iris,ochroleuca,L.
Iris,palœstina,Baker
Iris,pallida,Lam.
Iris,persica,L.
Iris,postii,Moût.
Iris,pseudacorus,L.
Iris,saari,Schott
Iris,sieheana,Lynch.
Iris,sindjarensis,Boiss. et Hausskn.
Iris,sisyrinchium,L.
Iris,sofarana,Fost
Iris,susiana,L.
Iris,unguicularis,Poiret
Iris,vartani,Fost.
Iris,westii,Dinsm.
Iris,yebrudi,Dinsm.
Ischarum,,
Ischarum,angustatum,J. D. Hooker
Ischarum,pyrami,Schott
Isoetes,,
Isoetes,hystrix,Dur.
Isoetes,olympica,A. Br.
Ixiolirion,,
Ixiolirion,montanum,(Labili.) Herb.
Ixiolirion,pallasii,(Fisch. et Mey.
Ixiolirion,tataricum,(Pall.) Herb.
Juglans,,
Juglans,regia,L.
Juncus,,
Juncus,acutus,L.
Juncus,articulatus,L.
Juncus,bufonius,L.
Juncus,capitatus,Weigel
Juncus,compressas,Jacqu.
Juncus,effusus,L.
Juncus,fontanesiij.,Gay
Juncus,forsteri,Smith
Juncus,gerardi,Loisel.
Juncus,glaucus,L.
_,,
_,inflexus,L.
_,lamprocarpus,Ehrh.
_,libanoticus,Thiéb.
_,maritimus,Lam.
_,punctorius,L.f.
_,pygmseus,Rich.
_,pyramidatus,Laharpe
_,sphaerocarpus,Ness
_,subulatus,Forsk.
_,tenageia,Ehrh.
Juniperus,,
Juniperus,drupacea,Lab.
Juniperus,excelsa,M. Bieb.
Juniperus,fœtidissima,Willd.
Juniperus,macrocarpa,Sibth. et Smith
Juniperus,oxycedrus,L.
Juniperus,rufescens,Link
Kochia,,
Kochia,eriophora,Schrad.
Kochia,hyssopifolia,(Pall.) Roth
Kochia,latifolia,Fresen.
Kochia,monticola,Boiss.
Kochia,muricata,(L.) Schrad.
Kochia,scoparia,(L.) Schrad.
Kœleria,,
Kœleria,nitidula,Velen.
Kœleria,phleoides^Vill.),Pers.
Kohlrauschia,,
Kohlrauschia,velutina,(Guss.) Reichb.
Krascheninnikovia,,
Krascheninnikovia,ceratoides,L.) Gueld.
Lagurus,,
Lagurus,cylindricus,L.
Lagurus,ovatus,L.
Lamarckia,,
Lamarckia,aurea,(L.) Mœnch
Leersia,,
Leersia,hexandra,Sw.
Lemna,,
Lemna,gibba,L.
Lemna,minor,L.
Lemna,paucicostata,Hegelm.
Lemna,polyrrhiza,L.
Lemna,trisulca,L.
Lepturus,,
Lepturus,cylindricus,(Will.) Trin.
Lepturus,filiformis,(Roth) Trin.
Lepturus,incurvatus,(L.) Trin.
Lepturus,persicus,Boiss.
Lilium,,
Lilium,candidum,L.
Limodorum,,
Limodorum,abortivum,(L.) Sw.
Lloydia,,
Lloydia,rubroviridis,Boiss. et Ky
Lolium,,
Lolium,arvense,Whit.
Lolium,gaudini,Pari.
Lolium,loliaceum,(Bory et Chaub.) Hand
Lolium,multiflorum,Lam.
Lolium,perenne,L.
Lolium,persicum,Boiss. et Hoh.
Lolium,rigidum,Gaud.
Lolium,robustum,Reichb.
Lolium,speciosum,Stev.
Lolium,subulatum,Vis.
Lolium,temulentum,L.
Lophochloa,,
Lophochloa,phleoides,(Vill.) Reichenb.
Loranthus,,
Loranthus,europaeus,L.
Loroglossum,,
Loroglossum,hircinum,(L.) C. Rich.
Luzula,,
Luzula,forsteri,(Sm.) D.C.
Lychnis,,
Lychnis,alba,Mill.
Lychnis,caeli-rosa,(L.) Dur.
Lychnis,laeta,Ait.
Lycochloa,,
Lycochloa,avenacea,Sam.
Lycopodium,,
Lycopodium,cernuum,L.
Lycopodium,denticulatum,L.
Madura,,
Madura,aurantiaca,Nutt
Madura,potnifera,(Raf.) Robinson
Manisurus,,
Manisurus,altissimus,(Poir.) Hitchc.
Marsilea,,
Marsilea,natans,L.
Melandrium,,
Melandrium,album,(Mill.) Garcke
Melandrium,erioqalycinum,Boiss.
Melandrium,pratense,Rœhl.
Melica,,
Melica,angustifolia,Boiss. et Bl.
Melica,ciliata,L.
Melica,eretica,Boiss. et Heldr.
Melica,cupani,Guss.
Melica,inaequiglumis,Boiss.
Melica,minuta,L.
Melica,pannosa,Boiss.
Melica,ramosa,Vill.
Melica,unifiera,Retz
Merendera,,
Merendera,sobolifera,C. A. Mey.
Mesembryanthemum,,
Mesembryanthemum,edule,L.
Mesembryanthemum,forskalei,Hochstt.
Mesembryanthemum,nodiflorum,L.
Microcnemum,,
Microcnemum,coralloides,(Loscos et Pardo)
Microcnemum,fastigiatum,Ung.-Sternb.
Milium,,
Milium,caerulescens,Desf.
Milium,lendigerum,L.
Milium,montianum,Pari.
Milium,pedicellare,(Bornm.) Roshev
Milium,trichopodum,Boiss.
Milium,vemale,M. Bieb.
Minuartia,,
Minuartia,decipiens,(Fenzl) Bornm.
Minuartia,formosa,(Fenzl) Mattf.
Minuartia,globulosa,(Labili.) Maire et
Minuartia,hamata,(Hausskn.) Mattf.
Minuartia,hybrida,(Vill.) Schiskine
Minuartia,innominata,Me Neill
Minuartia,intermedia,(Boiss.) Hand.-Mazz.
Minuartia,juniperina,(L.) Maire et Petitm.
Minuartia,labillardieri,Briquet
Minuartia,libanotica,(Boiss.) Bornm.
Minuartia,mediterranea,(Ledeb.) K. Maly
Minuartia,mesogitana,(Boiss.) Hand.-Mazz.
Minuartia,meyeri,(Boiss.) Bornm.
Minuartia,montana,Loefl.
Minuartia,mucronata,(Sibth. et Smith) Sch. et Th.
Minuartia,parvulorum,"Moût, et Sam."
Minuartia,picta,(Sibth. et Smith) Schinz et Thell.
Minuartia,subtilis,(Fenzl) Hand.-Mazz.
Minuartia,tenuifolia,(L.) Hiern.
Minuartia,thymifolia,(Sibth. et Smith) Bornm.
Minuartia,viscosa,(Schreb.) Schinz et Th.
Mœnchia,,
Mœnchia,octandra,(Ziz) J. Gay
Molinia,,
Molinia,œrulea,(L.) Mœnch
Monerma,,
Monerma,cylindrica,(Willd.) Coss. et Dur.
Monocaryum,,
Monocaryum,fasciculare,Rœm. et Seul t.
Montia,,
Montia,fontana,L.
Montia,minor,auct.
Morocarpus,,
Moms,,
Moms,alba,L.
Moms,nigra,L.
Muscari,,
Muscari,albicaule,Post
Muscari,comosum,(L.) Mill.
Muscari,commutatum,Guss.
Muscari,deserticolum,Rech.
Muscari,dinsmorei,Rech.
Muscari,inconstrictum,Rech.
Muscari,longipes,Boiss.
Muscari,maritimum,Desf.
Muscari,neglectum,Guss.
Muscari,parviflorum,Desf.
Muscari,pinardi,Boiss.
Muscari,pulchellum,Heldr. et Sart.
Muscari,racemosum,(L.)- Mill.
Muscari,wallii,Rech.
Naias,,
Naias,armata,Lindb.
Naias,delilei,Rouy
Naias,graminea,Del.
Naias,marina,L.
Naias,minor,L.
Naias,muricata,Del.
Narcissus,,
Narcissus,serotinus,L.
Narcissus,syriacus,Boiss. et Gaill.
Narcissus,tazzetta,L.
Nardurus,,
Nardurus,maritimus,(L.) Janch.
Nardurus,orientalis,Boiss.
Nardurus,tenuiflorus,(Schrad.) Boiss.
Nardus,,
Nardus,aristata,L.
Nardus,incurva,Gouan
Neotinea,,
Neotinea,intacta,(Link) Reichenb.
Nephrodium,,
Nephrodium,rigidum,(Hoffm.) Desv.
Noaea,,
Noaea,mucronata,(Forsk.) Asch. et Schw.
Noaea,spinosissima,(L. fil.) Moqu.
Nothochlaena,,
Notholaena,,
Notholaena,lanuginosa,(Desf.) Desv.
Notholaena,marantae,(L.) R. Br.
Notholaena,vellea,(Ait.) R. Br.
Obione,,
Obione,portulacoides,(L.) Moqu.
Ophioglossum,,
Ophioglossum,lusitanicum,L.
Ophioglossum,vulgatum,L.
Ophrys,,
Ophrys,adonidis,A. Camus et R. Gombault
Ophrys,apifera,Huds.
Ophrys,arachnites,Lam.
Ophrys,argolica,Fleischm.
Ophrys,attica,(Boiss. et Orph.) Soô
Ophrys,bombyliflora,Link
Ophrys,bornmuelleri,M. Schulze
Ophrys,carmeli,Fleischm. et Bornm.
Ophrys,cilicica,Schlecht.
Ophrys,comuta,Stev.
Ophrys,dinsmorei,Schlecht.
Ophrys,fuciflora,(Crantz) Haller
Ophrys,fusca,Link
Ophrys,galilaea,Fleischm. et Bornm.
Ophrys,iricolor,Desf.
Ophrys,lutea,(Gouan) Cav.
Ophrys,œstrifera,M. Bieb.
Ophrys,rosea,Desf.
Ophrys,schulzei,Fleischm. et Bornm.
Ophrys,scolopax,Cav.
Ophrys,sintenesii,Fleischm. et Bornm.
Ophrys,speculum,Link
Ophrys,spruneri,Nym.
Ophrys,tenthredinifera,Willd.
Oporanthus,,
Oporanthus,fischerianus,Herb.
Orchis,,
Orchis,abartiva,L.
Orchis,anatolica,Boiss.
Orchis,angustifolia,M. Bieb.
Orchis,autumnalis,Balb.
Orchis,caprina,M. Bieb.
Orchis,chlorantha,Custer
Orchis,cilicica,Schlecht.
Orchis,collina,Banks et Sol.
Orchis,commutata,Tod.
Orchis,comperiâ,a Stev.
Orchis,coriophora,L.
Orchis,fuciflora,Crantz
Orchis,galilaea,(Bornm. et M. Sch.)
Orchis,hircina,L.
Orchis,holocheilos,(Boiss.) Soo
Orchis,iberica,M. Bieb.
Orchis,incarnata,L.
Orchis,intacta,Link
Orchis,italica,Poir.
Orchis,lactea,Poir.
Orchis,laxiflora,Lam.
Orchis,longicruris,Link
Orchis,macrostachys,Tineo
Orchis,maculata,L.
Orchis,mascula,L.
Orchis,morio,L.
Orchis,papilionacea,L.
Orchis,patens,Desf.
Orchis,pseudosambucina,Ten.
Orchis,punctulata,Stev.
Orchis,pyramidalis,L.
Orchis,romana,Seb. et Mauri
Orchis,saccata,Ten.
Orchis,saccigera,Brongn.
Orchis,sancta,L.
Orchis,simia,Lam.
Orchis,sulphurea,Link
Orchis,tridentata,Scop.
Orchis,vomeracea,Burm.
Ornithogalum,,
Ornithogalum,arabicum,L.
Ornithogalum,arvense,Pers.
Ornithogalum,billardieri,Moût.
Ornithogalum,bohemicum,Zauschn.
Ornithogalum,brachystachys,G. Koch
Ornithogalum,chloranthum,M. Bieb.
Ornithogalum,circinatum,L. fil.
Ornithogalum,densum,Boiss. et Bl.
Ornithogalum,divergens,Boreau
Ornithogalum,eigii,Feinbr.
Ornithogalum,fimbriatum,Willd.
Ornithogalum,fucescens,Boiss. et Gaill.
Ornithogalum,lanceolatum,Labili.
Ornithogalum,libanoticum,Boiss. et Bl.
Ornithogalum,minimum,L.
Ornithogalum,montanum,Cyr.
Ornithogalum,narbonense,L.
Ornithogalum,neurostegium,Boiss. et Bl.
Ornithogalum,paterfamilias,Godron
Ornithogalum,pedunculare,Presl
Ornithogalum,platyphyllum,Boiss.
Ornithogalum,pyrenaicum,L.
Ornithogalum,reticulatum,Pali.
Ornithogalum,tenuifolium,Guss.
Ornithogalum,ulophyllum,Hand.-Mazz.
Ornithogalum,umbellatum,L.
Oryza,,
Oryza,hexandra,Doell.
Oryza,sativa,L.
Oryzopsis,,
Oryzopsis,caerulescens,(Desf.) Richt.
Oryzopsis,holciformis,(M. Bieb.) Reichb.
Oryzopsis,miliacea,(L.) Asch. et Schw.
Osmunda,,
Osmunda,regalis,L.
Osmunda,spicant,L.
Ostrya,,
Ostrya,carpinifolia,Scop.
Osyris,,
Oxyria,,
Oxyria,digyna,L.) Hill.
Pancratium,,
Pancratium,maritimum,L.
Pancratium,parviflorum,Decne
Panderia,,
Panderia,pilosa,Fisch. et Mey.
Panicum,,
Panicum,colonum,L.
Panicum,crus-galli,L.
Panicum,dactylon,L.
Panicum,cruciforme,Sibth. et Smith
Panicum,geminatum,Forsk.
Panicum,glaucum,L.
Panicum,lutescens,Weigel
Panicum,miliaceum,L.
Panicum,muticum,Forsk.
Panicum,numidianum,Lam.
Panicum,prostratum,Lam.
Panicum,repens,L.
Panicum,sanguinale,L.
Panicum,setaceum,Gmel.
Panicum,vertkillatum,L.
Panicum,viride,L.
Pappophorum,,
Pappophorum,pumilio,Trin.
Parapholis,,
Parapholis,incurva,(Dum. -Cours.) C. Hubb.
Parapholis,strigosa,(D.C.) C. Hubb.
Parietaria,,
Parietaria,alsinifolia,Del.
Parietaria,eretica,L.
Parietaria,diffusa,Mert. et Koch
Parietaria,erecta,Mert. et Koch
Parietaria,judaica,L.
Parietaria,lusitanica,L.
Parietaria,qfficinalis,L.
Parietaria,ramiflora,Mœnch
Paronychia,,
Paronychia,arabica,(L.) D.C.
Paronychia,argentea,Lam.
Paronychia,capitata,Koch
Paronychia,chionea,Boiss.
Paronychia,echinata,Lam.
Paronychia,kurdica,Boiss.
Paronychia,macrosepala,Boiss.
Paspalidium,,
Paspalidium,geminatum,(Forsk.) Stapf
Paspatiun,,
Paspatiun,distichum,L.
Penmsetum,,
Penmsetum,asperifolium,(Desf.) Kunth
Penmsetum,ciliare,(L.) Link
Penmsetum,divisum,(CC. Gmel.) Henr.
Penmsetum,setaceum,(Forsk.) Chiov.
Petrorhagia,,
Petrorhagia,velutina,(Guss.) P. W. Bail
Petrosimonia,,
Petrosimonia,brachiata,(Pall.) Bunge
Phacelurus,,
Phacelurus,digitatus,(Sibth. et Smith) Griseb
Phalaris,,
Phalaris,arundinacea,L.
Phalaris,brachystachys,L.
Phalaris,bulbosa,L.
Phalaris,caerulescens,Desf.
Phalaris,eruciformis,L.
Phalaris,minor,L.
Phalaris,nodosa,L.
Phalaris,paradoxa,L.
Phalaris,semiverticillata,Forsk.
Phalaris,setacea,Forsk.
Phalaris,subulata,Savi
Phalaris,tenuis,Host
Phalaris,tuberosa,L.
Phleum,,
Phleum,alopecuroides,"Pill, et Mitterp."
Phleum,alpinum,L.
Phleum,arenarium,L.
Phleum,bœhmeri,Wib.
Phleum,boissieri,Bornm.
Phleum,exaratum,Griseb.
Phleum,gerardi,Ail.
Phleum,graecum,Boiss.
Phleum,montanum,C. Koch.
Phleum,nodosum,L.
Phleum,pratense,L.
Phleum,schœnoides,L.
Phleum,subulatum,(Savi) Asch. et Schw.
Phleum,tenue,(Host.) Schrad.
Phœnix,,
Phœnix,dactylifera,L.
Pholiurus,,
Pholiurus,incurvus,(L~.) Schinz et Thell.
Pholiurus,persicus,(Boiss.) A. Camus
Phragmites,,
Phragmites,communis,Trin.
Phucagrostis,,
Phucagrostis,major,Cavolini
Phyllitis,,
Phyllitis,hemionitis,(Lagr.) O. Kuntze
Phyllitis,scolopendrium,(L.) Newm.
Phytolacca,,
Phytolacca,americana,L.
Phytolacca,decandra,L.
Phytolacca,pruinosa,Fenzl
Pilgerochloa,,
Pilgerochloa,blanchei,(Boiss.) Eig
Pinus,,
Pinus,brutia,Ten.
Pinus,cedrus,L.
Pinus,halepensis,Mill.
Pinus,pinea,L.
Pinus,pithyusa,Stev.
Piptatherum,,
Piptatherum,blancheanum,E. Desv.
Piptatherum,caerulescens,(Desf.) Beauv.
