genus,epitet,author
Piptatherum,holciforme,(M. Bieb.) Rœm. et Sch
Piptatherum,miliaceum,(L.) Coss.
Platan,,
Platan,chlorantha,(Custer) Reichb.
Poa,,
Poa,annua,L.
Poa,attica,Boiss. et Heldr.
Poa,bulbosa,L.
Poa,chaixii,Vill.
Poa,cilianensis,Ail.
Poa,compressa,L.
Poa,convoluta,Hornem.
Poa,distans,L.
Poa,divaricata,Gouan
Poa,diversifolia,(Boiss. et Bal.) Hack.
Poa,exilis,(Pomm.) Murb.
Poa,hackeli,Post
Poa,infirma,H. B. et K.
Poa,littoralis,Gouan
Poa,loliacea,Huds.
Poa,nemoralis,L.
Poa,pectinata,Post
Poa,persica,Trin.
Poa,pilosa,L.
Poa,pratensis,L.
Poa,procumbens,Curtis
Poa,silvicola,Guss.
Poa,sinaica,Steud.
Poa,sterilis,M. Bieb.
Poa,sudetica,Haenke
Poa,tatarica,Fisch.
Poa,timoleontis,Heldr.
Poa,trivialis,L.
Pollinia,,
Pollinia,distachya,(L.) Spreng.
Polycarpon,,
Polycarpon,alsinifolium,(Biv.) D.C
Polycarpon,succulentum,(Del.) J. Gay
Polycarpon,tetraphyllum,L.
Polycnemum,,
Polycnemum,brachiatum,Pali.
Polygonatum,,
Polygonatum,polyanthemum,(M. Bieb.)
Polygonum,,
Polygonum,aleppicum,Boiss. et Hausskn.
Polygonum,alpestre,C. A. Mey.
Polygonum,amphibium,L.
Polygonum,arenarium,Waldst. et Kit.
Polygonum,argyrocoleum,Steud.
Polygonum,aviculare,L.
Polygonum,bellardi,Reichb.
Polygonum,cedrorum,Boiss. et Ky
Polygonum,cogna,turn Meisn.
Polygonum,convolvuvlus,L.
Polygonum,corrigioloides,Jaub. et Spach
Polygonum,equisetiforme,Sibth. et Smith
Polygonum,hefniarioides,R. Br.
Polygonum,hydropiper,L.
Polygonum,kitaibelianum,Sadl.
Polygonum,lapathifolium,L.
Polygonum,libani,Boiss.
Polygonum,maritimum,L.
Polygonum,nodosum,Pers.
Polygonum,patutum,M. Bieb
Polygonum,persicaria,L.
Polygonum,plebeium,Del.
Polygonum,polycnemoides,Jaub. et Spach
Polygonum,salicifolium,Brouss.
.,,
.,scabrum,Poir.
.,serrulatum,Lagr.
.,setosum,Jacqu.
.,venantianum,Glem.
Polypodium,,
Polypodium,aculeatum,L.
Polypodium,filix-femina,L.
Polypodium,filix-fragile,L.
Polypodium,leptophyllum,L.
Polypodium,lobatum,Huds.
Polypodium,pteridioides,Reich.
Polypodium,vulgare,L.
Polypogon,,
Polypogon,maritimus,Willd.
Polypogon,monspeliensis,"(L,) Desf."
Polypogon,vaginatus,Willd.
Polystichum,,
Polystichum,aculeatum,(L.) Roth
Populus,,
Populus,alba,L.
Populus,bolleana,Lauche
Populus,canescens,Smith
Populus,carolinensis,F oug.
Populus,euphratica,Oliv.
Populus,globosa,Dode
Populus,italica,Duroi
Populus,nigra,L.
Populus,tremula,L.
Portulaca,,
Portulaca,oleracea,L.
Potamogeton,,
Potamogeton,crispus,L.
Potamogeton,densus,L.
Potamogeton,fluitans,Roth
Potamogeton,lucens,L.
Potamogeton,natans,L.
Potamogeton,nodosus,Poir.
Potamogeton,panormitanus,Biv.
Potamogeton,pectinatus,L.
Potamogeton,perfoliatus,L.
Potamogeton,phialae,Post
Potamogeton,pusillus,L.
Potamogeton,trichoides,"Cham, et Schlecht."
Psamma,,
Psamma,arenaria,(L.) Roem. et Sch.
Psamma,australis,Mabille
Psilurus,,
Psilurus,aristatus,(L.) Duval-Jouve
Psilurus,incurvus,Schinz et Thell.
Psilurus,nardoides,Trin.
Pteranthus,,
Pteranthus,dichotomus,Forsk.
Pteranthus,echinatus,Desf.
Pteridium,,
Pteridium,aquilinum,(L.) Kuhn.
Pteris,,
Pteris,aquilina,L.
Pteris,longifolia,L.
Pteris,vittata,L.
Puccinellia,,
Puccinellia,convoluta,(Hornem.) Fourr.
Puccinellia,distans,(L.) Pari.
Puccinellia,rupestris,"(Whit.) Fern, et Weath"
Puschkinia,,
Puschkinia,libanotica,Zucc.
Puschkinia,scilloides,Adams
Pycreus,,
Pycreus,mundtii,Nées
Quercus,,
Quercus,aegUops,L.
Quercus,boissieri,Reut.
Quercus,brantii,Lindley
Quercus,calliprinos,Webb
Quercus,cedrorum,Ky
Quercus,cerris,L.
Quercus,coccifera,L.
Quercus,ehrenbergii,Ky
Quercus,faginea,Lam.
Quercus,graeca,Ky
Quercus,ilex,L.
Quercus,infectoria,Oliv.
Quercus,ithaburensis,Decne
Quercus,lanuginosa,Willd.
Quercus,libani,Oliv.
Quercus,look,Ky
Quercus,lusitanien,Lam.
Quercus,macrolepis,Ky
Quercus,microphylla,(Ky) Thiéb.
Quercus,oophora,Ky
Quercus,palaestina,Ky
Quercus,pedunculiflora,C. Koch
Quercus,petiolaris,Boiss. et Reut.
Quercus,persica,"Jaub, et Spach"
Quercus,petraea,(Matt.) Lindl.
Quercus,pfaeffingeri,Ky
Quercus,pinnatifida,C. C. Gmel.
Quercus,pseudocerris,Boiss.
Quercus,pyrami,Ky
Quercus,sessiliflora,Smith
Quercus,suber,L.
Quercus,syriaca,Ky
Quercus,tauricola,Ky
Quercus,ungeri,Ky
Queria,,
Queria,hispanica,L.
Rheum,,
Rheum,palaestinum,Finbr.
Rheum,ribes,L.
Rhizocephalus,,
Rhizocephalus,orientalîs,Boiss.
Rhynchospora,,
Robbairea,,
Robbairea,delileana,Milne-Redh.
Robbairea,prostrate,(Forsk.) Boiss.
Rœgneria,,
Rœgneria,panormitana,(Pari.) Nevski
Romulea,,
Romulea,bulbocodium,Seb. et Mauri
Romulea,columnae,Seb. et Mauri
Romulea,nivalis,(Boiss. et Ky) Klatt
Romulea,Phoenicia,Mout.
Romulea,ramiflora,Ten.
Rottbœlia,,
Rottbœlia,altissima,Poir.
Rottbœlia,cylindrica,Willd.
Rottbœlia,digitata,Sibth. et Smith
Rottbœlia,fasciculata,Lam.
Rottbœlia,filiformis,Roth
Rottbœlia,loliacea,Bory et Jaub.
Rumex,,
Rumex,acetosella,L.
Rumex,acetoselloides,Bal.
Rumex,angustifolius,Campd.
Rumex,autranianus,Freyn et Sint.
Rumex,bucephalophorus,L.
Rumex,cassius,Boiss.
Rumex,chalepensis,Mill.
Rumex,conglomeratus,Murr.
Rumex,crispus,L.
Rumex,cyprius,Murb.
Rumex,dentatus,L.
Rumex,digynus,L.
Rumex,divaricatus,L.
Rumex,lacerus,Balb.
Rumex,nemorosus,Schrad.
Rumex,nepalensis,Spreng.
Rumex,obtusifolius,L.
Rumex,occultans,Sam.
Rumex,orientalis,Bernh.
Rumex,palustris,Smith
Rumex,patientia,L.
Rumex,pictus,Forsk.
Rumex,pulcher,L.
Rumex,roseus,L.
Rumex,sannineus,Rech. fil.
Rumex,spinosus,L.
Rumex,Syriacus,Meisn.
Rumex,tuberosus,L.
Rumex,vesicarius,L.
Ruppia,,
Ruppia,maritima,L.
Ruppia,rostellata,Koch
Ruscus,,
Ruscus,aculeatus,L.
Ruscus,racemosus,L.
Saccharum,,
Saccharum,aegyptiacum,Willd.
Saccharum,biflorum,Forsk.
Saccharum,officinarum,L.
Saccharum,ravênnae,L.
Saccharum,sara,Roxb.
Saccharum,spontaneum,L.
Sagina,,
Sagina,apetala,L.
Sagina,libanotica,Rech. fil.
Sagina,maritima,G. Don.
Sagina,octandra,Ziz
Sagina,procumbens,L.
Salicornia,,
Salicornia,amplexicaulis,Vahl
Salicornia,europaea,L.
Salicornia,fruticosa,L.
Salicornia,glauca,Del.
Salicornia,herbacea,L.
Salicornia,strobilacea,Pali.
Salix,,
Salix,acmophylla,Boiss.
Salix,alba,L.
Salix,australior,Andrz.
Salix,babylonica,L.
Salix,dinsmorei,Enander
Salix,fragilis,L.
Salix,libani,Bornm.
Salix,libanotica,Boiss.
Salix,louisii,A. Gam. et R. Gomb.
Salix,micans,(Andrz.) Gœrz
Salix,pedicellata,Desf.
Salix,persica,Boiss.
Salix,pseudo-safsaf,A. Cam. et R. Gomb.
Salix,purpurea,L.
Salix,sqfsaf,Forsk.
Salix,subserrata,Willd.
Salix,variifolia,Freyn et Sint.
Salsola,,
Salsola,articulata,Cav.
Salsola,autrani,Post
Salsola,azaurena,Mout.
Salsola,canescens,Moqu.
Salsola,crassa,M. Bieb.
Salsola,fruticosa,L.
Salsola,glauca,M. Bieb.
Salsola,heliaramiae,Mout.
Salsola,hierochuntica,Bornm.
Salsola,hyssopifolia,Pali.
Salsola,incanescens,C. A. Mey.
Salsola,inermis,Forsk.
Salsola,jordanicola,Eig
j.,,
j.,kali,L.
j.,lancifolia,Boiss.
j.,mucronata,Forsk.
j.,muricata,L.
j.,postii,Eig
j.,rigida,Pali.
j.,subcrassa,Popov
j.,tetrandra,Forsk;
j.,vermiculata,L.
j.,villosa,Del.
j.,volkensii,Asch. et Schw.
j.,zenobiae,Mout.
Salvinia,,
Salvinia,natans,(L.) All.
Saponaria,,
Saponaria,bargyliana,Gomb.
Saponaria,barradensis,Boiss.
Saponaria,Jilicaulis,Boiss.
Saponaria,glutinosa,M. Bieb.
Saponaria,hirsuta,Labili.
Saponaria,liniflora,Boiss. et Hausskn.
Saponaria,mollis,Boiss.
Saponaria,officinalis,L.
Saponaria,oxyodonta,Boiss.
Saponaria,pulvinaris,Boiss.
Saponaria,segetalis,Neck.
Saponaria,syriaca,Boiss.
Saponaria,tridentata,Boiss.
Saponaria,vaccaria,L.
Schanginia,,
Schanginia,baccata,(Forsk.) Moqu.
Schismus,,
Schismus,arabicus,Nees
Schismus,barbatus,(L.) Thell.
Schismus,calycinus,(L.) Host
Schoberia,,
Schoberia,salsa,C. A. Mey.
Schœnus,,
Schœnus,compressus,L.
Schœnus,mariscus,L.
Schœnus,mucronatus,L.
Schœnus,nigricans,L.
Scilla,,
Scilla,autumnalis,L.
Scilla,bifolia,L.
Scilla,cemua,Red.
Scilla,cilicica,Siehe
Scilla,hanburyi,Baker
Scilla,hohenackeri,Fisch. et Mey.
Scilla,hyacinthoides,L.
Scilla,maritima,L.
Scilla,sibirica,Andr.
Scilla,xanthandra,C. Koch
Scirpus,,
Scirpus,bis-umbellatus,Forsk.
Scirpus,cernuus,Vahl
Scirpus,compressus,(L.) Pers.
Scirpus,dichotomus,L.
Scirpus,ferrugineus,L.
Scirpus,filiformis,Savi
Scirpus,holoschoenus,L.
Scirpus,kalli,Forsk.
Scirpus,lacustris,L.
Scirpus,libanoticus,Post
Scirpus,littoralis,Schrad.
Scirpus,maritimus,L.
Scirpus,mucronatus,L.
Scirpus,palustris,L.
Scirpus,setaceus,L.
Scirpus,tabemaemontanus,Gmel.
Scirpus,triqueter,Gr. et Godr.
Scirpus,tuberosus,Desf.
Scleranthus,,
Scleranthus,annuus,L.
Scleranthus,collinus,Horn.
Scleranthus,hamatus,Hausskn.
Scleranthus,orientalis,Rôssler
Scleranthus,uncinatus,Schur.
Scleranthus,verticillatus,Tausch
Sclerochloa,,
Sclerochloa,dura,(L.) Beauv.
Sclerochloa,procumbens,(Curt.) Smith
Scleropoa,,
Scleropoa,dichotoma,(Forsk.) Pari.
Scleropoa,maritima,(L.) Pari.
Scleropoa,memphitica,(Spreng.) Pari.
Scleropoa,philistaea,Boiss.
Scleropoa,procumbens,(Curt.) Boiss.
Scleropoa,rigida,(L.) Griseb.
Scolopendrium,,
Scolopendrium,hemionitis,Lagr.
Scolopendrium,vulgare,Smith
Secale,,
Secale,cereale,L.
Secale,montanum,Guss.
Seidlitzia,,
Seidlitzia,florida,M. Bieb.
Seidlitzia,rosmarinus,(Ehr.) Bunge
Selaginella,,
Selaginella,denticulata,(L.) Link
Serapias,,
Serapias,damasonium,Mill.
Serapias,ensifolia,Murr.
Serapias,helleborine,L.
Serapias,longifolia,Huds.
Serapias,longipetala,Poil.
Serapias,pollens,(Jundz.) L. C. Rich.
Serapias,rubra,L.
Serapias,vomeracea,(Burm.) Briquet
Sesleria,,
Sesleria,anatolica,Deyl
Sesleria,argentea,Savi
Sesleria,subacaulis,Bal.
Setaria,,
Setaria,glauca,(L.) Beauv.
Setaria,italica,(L.) Beauv.
Setaria,lutescens,(Weigel) Hubb.
Setaria,verticillata,(L.) Beauv.
Setaria,viridis,(L.) Beauv.
Silène,,
Silène,aegyptiaca,L. fil.
Silène,alba,Mill.
Silène,amana,Boiss.
Silène,apetala,Willd.
Silène,astartes,BL
Silène,atocion,Juss.
Silène,behen,L.
Silène,bipartita,Desf.
Silène,boryi,Boiss.
Silène,caeli-rosa,(L.) A. Br.
Silène,capitellata,Boiss.
Silène,caryophylloides,(Poir.) Otth
Silène,cassia,Boiss.
Silène,cerastoides,L.
Silène,chaetodonta,Boiss.
Silène,chlorifolia,Smith
Silène,colorata,Poir.
Silène,commutata,Guss.
Silène,compacta,Fisch.
Silène,confertiflora,Chowdhuri
Silène,coniflora,Otth
Silène,conoidea,L.
Silène,crassipes,Fenzl
Silène,eretica,L.
Silène,cucubalus,Wib.
Silène,damascena,Boiss. et Gaill.
Silène,decumbens,Bib.
Silène,dichotoma,Ehrh.
Silène,eremophila,Bienert
Silène,fuscata,Link
Silène,gallica,L.
Silène,gigantea,L.
Silène,gonocalyx,Boiss.
Silène,grisea,Boiss.
Silène,inflata,(Salisb.) Smith
Silène,intricata,Post
Silène,italica,(L.) Pers.
Silène,juncea,Sibth. et Smith
Silène,kotschyi,Boiss.
Silène,laeta,(Ait.) A. Br.
Silène,iagenocalyx,Fenzl
Silène,libanotica,Boiss.
Silène,linearis,Decne
Silène,longipetala,Ventenat
Silène,lydia,Boiss.
Silène,macrodonta,Boiss.
Silène,makmeliana,Boiss.
Silène,marschallii,C. A. Mey.
Silène,modesta,Boiss. et Bl.
Silène,muscipula,L.
Silène,nocturna,L.
Silène,odontopetala,Fenzl
Silène,oliveriana,Otth
Silène,palaestina,Boiss.
Silène,papillosa,Boiss.
Silène,pharnaceifolia,Fenzl
Silène,physalodes,Boiss.
Silène,physocalyx,Ledeb.
Silène,picta,D.C.
Silène,pruinosa,Boiss.
Silène,racemosa,Otth
.,,
.,reuteriana,Boiss.
.,rubella,L.
.,schlumbergeri,Boiss.
.,sedoides,Poir.
.,setacea,Viv.
.,sibthorpina,Reichb.
.,siderophila,Boiss. et Gaill.
.,stenobotrys,Boiss. et Hausskn.
.,stentoria,Fenzl
.,striata,Ehrh.
.,succulenta,Forsk.
.,swertiifolia,Boiss.
.,tejedensis,Boiss.
.,trinervis,Banks et Sol.
.,venosa,(Gilib.) Asch.
.,vulgaris,Mœnch
Smilax,,
Smilax,aspera,L.
Smilax,excelsa,L.
Sorghum,,
Sorghum,halepen.se,(L.) Pers.
Sorghum,vulgare,Decne
Sparganium,,
Sparganium,erectum,L.
Sparganium,neglectum,Beeby
Sparganium,ramosum,Curt.
Spergula,,
Spergula,arvensis,L.
Spergula,fallax,(Lowe) E. L. Krause
Spergula,flaccida,(Roxb.) Asch.
Spergularia,,
Spergularia,atheniensis,(Heldr. et Sart.)
Spergularia,bocconii,(Sol.) Fouc.
Spergularia,diandra,Guss.
Spergularia,marginata,(D.C.) Murb.
Spergularia,marina,(L.) Griseb.
Spergularia,media,(L.) G. Presl
Spergularia,rubra,L.
Spergularia,salina,J. et C. Presl
Sphenopus,,
Sphenopus,divaricatus,(Gouan) Reichenb.
Spinacia,,
Spinacia,oleracea,L.
Spinacia,tetrandra,Stev.
Spiranthes,,
Spiranthes,autumnalis,(Balb.) L. C. Rich.
Spiranthes,spiralis,L.
Spirodela,,
Spirodela,polyrrhiza,(L.) Scheid.
Spodiopogon,,
Sporobolus,,
Sporobolus,arenarius,(Gouan) Duval-Jouve
Sporobolus,pungens,(Schreb.) Kunth
Flore,,
Flore,virginicus,(L.) Kunth
Stellaria,,
apetala,,
apetala,cerastoides,L.
apetala,cilicica,Boiss. et Bal.
apetala,dubia,Bast.
apetala,media,L.) Vili.
apetala,neglecta,Weihe
apetala,pallida,Pire
Sternbergia,,
Sternbergia,clusiana,Ker-Gawler
Sternbergia,colchiciflora,Waldst. et Kit.
Sternbergia,fischeriana,(Herb.) Rœm.
Sternbergia,macrantha}.,Gay
Sternbergia,pulchella,Boiss. et Bl.
Sternbergia,spaffordiana,Dinsmore
Sternbergia,stipitata,Boiss. et Hausskn.
Stipa,,
Stipa,aristella,L.
Stipa,assyriaca,Hand.-Mazz.
Stipa,barbata,Desf.
Stipa,bromoides,(L.) Desf.
Stipa,capensis,Thunb.
Stipa,damascena,Boiss.
Stipa,fontanesii,Pari.
Stipa,lagascae,Rœm. et Schult.
Stipa,membranacea,L.
Stipa,paleacea,Sçhousb.
Stipa,parviflora,Desf.
Stipa,retorta,Cav.
Stipa,tortilis,Desf.
Suaeda,,
Suaeda,altissima,L.
Suaeda,asphaltica,Boiss.
Suaeda,baccata,Forsk.
Suaeda,carnosissima,Post
Suaeda,fruticosa,(L.) Forsk.
Suaeda,prostrata,Pali.
Suaeda,rosmarinus,Ehr.
Suaeda,salsa,(C. A. Mey.) Pali.
Tseniatherum,,
Tseniatherum,caput-medusae,(L.) Nevski
Tseniatherum,crinitum,(Schreb.) Nevski
Tamus,,
Tamus,communis,L.
Tamus,orientalis,Thiéb.
Telephium,,
Telephium,imperati,L.
Thelygonum,,
Thelygonum,cynocrambe,L.
Themeda,,
Themeda,forskalei,(Kunth
Themeda,quadrivalvis,(L.) Kuntze
Themeda,triandra,Forsk.˛
Theresia,,
Theresia,libanotica,Boiss.
Thesium,,
Thesium,arvense,Horv.
Thesium,bergeri,Zucc.
Thesium,divarication,Jan.
Thesium,heterophyllum,Boiss.
Thesium,humile,Vahl
Thesium,libanoticum,Ehrenb.
Thesium,ramosum,Hayne
Trachynia,,
Trachynia,distachya,(L.) Link
Traganum,,
Traganum,nudatum,Del.
Trickonema,,
Trickonema,nivalis,Boiss. et Ky
Trisetaria,,
Trisetaria,cavanillesii,(Trin.) Maire
Trisetaria,flavescens,(L.) Maire
Trisetaria,glumacea,(Boiss.) Maire
Trisetaria,kœlerioides,(Bornm. et Hack.)
Trisetaria,linearis,Forsk.
Trisetum,,
Trisetum,cavanillesii,Trin.
Trisetum,flavescens,(L.) Beauv.
Trisetum,gaudinianum,Boiss.
Trisetum,kœlerioides,Bornm. et Hack.
Trisetum,liniare,(Forsk.) Boiss.
Triticum,,
Triticum,bicorne,Forsk.
Triticum,buonapartis,Spreng.
Triticum,dicoccoides,(Kornicke) Aar.
Triticum,elongatum,Host
Triticum,junceum,L.
Triticum,ligusticum,Bertol.
Triticum,maritimum,L.
Triticum,monococcum,L.
Triticum,panormitanum,Pari.
Triticum,peregrinum,Hack.
Triticum,repens,L.
Triticum,squarrosum,Roth
Triticum,thaoudar,Reut.
Triticum,unilaterale,L.
Triticum,vulgare,Vili.
Tulipa,,
Tulipa,agenensis,D.C.
Tulipa,aleppensis,Regel
Tulipa,auCheriana,Baker
Tulipa,biflora,Pali.
Tulipa,clusiana,D.C.
Tulipa,dammani,Regel
Tulipa,libanotica,Regel
Tulipa,lownei,Baker
Tulipa,montana,Lindley
Tulipa,oculus-solis,St-Amans
Tulipa,praecox,Ten.
Tulipa,systola,Stapf
Tunica,,
Tunica,arabica,Boiss.
Tunica,brachypetala,Jaub. et Spach
Tunica,pachygona,Fisch. et Mey.
Tunica,syriaca,Boiss.
Tunica,velutina,(Guss.) Fisch. et Mey.
Typha,,
Typha,angustata,Bory et Chaub.
Typha,angustifolia,L.
Typha,australis,Schum. et Thonn.
Typha,laxmannii,Lepechin
Typha,stenophylla,Fisch. et Mey.
Ulmus,,
Ulmus,campestris,L.
Ulmus,canescens,Melville
Ulmus,glabra,Huds.
Ulmus,montana,Willd.
Urginea,,
Urginea,maritima,(L.) Baker
Urginea,scilla,Sternb.
Urockloa,,
Urockloa,reptans,(L.) Stapf
Urtica,,
Urtica,caudata,Vahl
Urtica,dioica,L.
Urtica,fragilis,Thiéb.
Urtica,hulensis,Feinbr.
Urtica,membranacea,Poir.
Urtica,pilulifera,L.
Urtica,urens,L.
Vaccaria,,
Vaccaria,liniflora,(Boiss. et Hausskn.) Bornm.
Vaccaria,oxydonta,Boiss.
Vaccaria,parviflora,Mœnch
Vaccaria,pyramidata,Medik.
Vaccaria,segetalis,(Necker) Garcke
Vallisneria,,
Vallisneria,spiralis,L.
Velezia,,
Velezia,fasciculata,Boiss.
Velezia,rigida,L.
Ventenata,,
Ventenata,blanchei,Boiss.
Ventenata,macra,(Stev.) Boiss.
Viscum,,
Viscum,album,L.
Viscum,cruciatum,Sieb.
Viscum,laxum,Boiss. et Reut.
Viscum,brevis,Boiss.
Viscum,bromoides,(L.) Gray
Viscum,ciliata,(Pers.) Link
Viscum,dertonensis,(All.) Gola
Viscum,hirtiglumis,Boiss.
Viscum,inops,(Del.) Hack.
Viscum,membranacea,(L.) Link
Viscum,myuros,(L.) C. C. Gmel.
Viscum,patens,Boiss.
Viscum,pectinella,Del.
Viscum,sciuroides,(Roth) Gmel.
Viscum,uniglumis,(Sol.) Dumort.
Viscum,Wolffia,arrhiza (L.) Wimm.
Viscum,Zea,mays L.
Viscum,Zebrina,pendula Schnizl
Viscum,Zingeria,biebersteiniana (Claus) P. Smirnov
