page_num,genus,epithet,infra,author,taxon rank
708,Cactus,ficus-indica,,L. ,species
708,Cactus,opuntia,,L. ,species
708,Cakile,,,,genus
708,Cakile,aegyptiaca,,(L.) Maire et Weiller ,species
708,Cakile,maritima,,Scop. ,species
708,Calepina,,,,genus
708,Calepina,corvinii,,Desv. ,species
708,Calepina,irregularis,,(Asso) Thell. ,species
708,Calligonum,,,,genus
708,Calligonum,comosum,,L'Hér. ,species
708,Calligonum,tetrapterum,,Jaub. et Spach ,species
708,Callitriche,,,,genus
708,Callitriche,naftolskyi,,Warb. ,species
708,Callitriche,sp.,,nova ,species
708,Callitriche,truncata,,Guss. ,species
708,Calycotome,,,,genus
708,Calycotome,villosa,,(Vahl) Link ,species
708,Camelina,,,,genus
708,Camelina,anomala,,Boiss et Hausskn.. ,species
708,Camelina,hispida,,Boiss. ,species
708,Camelina,lasiocarpa,,Boiss. et Hausskn. ,species
708,Camelina,microcarpa,,Andrz. ,species
708,Camelina,rumelica,,Velen. ,species
708,Camelina,silvestris,,Wallr. ,species
709,Campylopterum,,,,genus
709,Campylopterum,syriacum,,Boiss. ,species
709,Capnophyllum,,,,genus
709,Capnophyllum,peregrinum,,(L.) Lagr. ,species
709,Capparis,,,,genus
709,Capparis,parviflora,,Boiss. ,species
709,Capparis,sicula,,Duhamel ,species
709,Capparis,spinosa,,L. ,species
709,Capsella,,,,genus
709,Capsella,bursa-pastoris,,(L.) Medik. ,species
709,Capsella,gelmi,,Murr. ,species - hybrid
709,Capsella,procumbens,,(L.) Fries ,species
709,Capsella,rubella,,Reut. ,species
709,Cardamine,,,,genus
709,Cardamine,fontana,,Lam. ,species
709,Cardamine,graeca,,L. ,species
709,Cardamine,hirsuta,,L. ,species
709,Cardamine,uliginosa,,M. Bieb. ,species
709,Cardariâ,,,,genus
709,Cardariâ,chalepensis,,(L.) Hand. Mazz. ,species
709,Cardariâ,drabà,,(L.) Desv. ,species
709,Carex,,,,genus
709,Carex,buekii,,Wimm. ,species
709,Carex,echinata,,Murr. ,species
709,Carex,gracilis,,Curt. ,species
709,Carex,stellulata,,Good. ,species
709,Caroxylon,,,,genus
709,Caroxylon,salicomicum,,Moqu. ,species
709,Carpoceras,,,,genus
709,Carpoceras,amani,,Post ,species
709,Carpoceras,cappadocicum,,Boiss. et Reut. ,species
709,Carpoceras,oxyciras,,Boiss. ,species
709,Carrichtera,,,,genus
709,Carrichtera,annua,,(L.) Asch. ,species
709,Carrichtera,vellae,,D.C. ,species
709,Carum,,,,genus
709,Carum,elegans,,Fenzl ,species
709,Carum,ferulifolium,,Boiss. ,species
709,Carum,paucifolium,,D.C. ,species
709,Carum,pestalozzae,,Boiss. ,species
709,Carum,polyphyllum,,Boiss. et Bl. ,species
709,Carum,ridolfia,,Benth. et Hook. ,species
709,Caucalis,,,,genus
709,Caucalis,arvensis,,Huds. ,species
709,Caucalis,daucoides,,L. ,species
709,Caucalis,erythrotticha,,Baiss. ,species
709,Caucalis,fallax,,Boiss. ,species
709,Caucalis,gaillardotii,,Boiss. ,species
709,Caucalis,latifolia,,L. ,species
709,Caucalis,leptophylla,,L. ,species
709,Caucalis,maritima,,Gouan ,species
709,Caucalis,orientalis,,L. ,species
709,Caucalis,platycarpos,,L. ,species
709,Caucalis,pulcherrima,,Willd. ,species
709,Caucalis,pumila,,L. ,species
709,Caucalis,purpurea,,Ten. ,species
709,Caucalis,strigosa,,Banks et Sol. ,species
709,Caylusea,,,,genus
709,Caylusea,canescens,,(L.) St. Hil. ,species
709,Caylusea,hexagyna,,(Forssk.) M.L. Green ,species
709,Cephalanthera,,,,genus
709,Cephalanthera,damasonium,,(Mill.) Druce ,species
709,Cerasus,,,,genus
709,Cerasus,antilibanotica,,Post ,species
709,Cerasus,mahaleb,,(L.) Mill. ,species
709,Cerasus,microcarpa,,(C.A; Mey.) C. Koch ,species
709,Cerasus,prostrata,,(Lab.) Ser. ,species
709,Cerasus,tortuosa,,Boiss. et Hausskn. ,species
709,Ceratocapnos,,,,genus
709,Ceratocapnos,palaestina,,Boiss. ,species
709,Ceratocephalus,,,,genus
