genus,epitet,author
Goronilla,emerus,L.
Goronilla,libanotica,Boiss.
Goronilla,parviflora,Willd.
Goronilla,scorpioides,(L.) C. Koch
Goronilla,securidaca,L.
Goronilla,varia,L.
Coronopus,,
Coronopus,squamatus,(Forskk.) Asch.
Coronopus,verrucarius,(Gars.) Muschl. et Thell.
Corydalis,,
Corydalis,libanotica,Hochstt.
Corydalis,rutifolia,Sibth. et Smith
Corydalis,solida,(L.) Swartz
Cotinus,,
Cotinus,coggygria,Scop.
Cotoneaster,,
Cotoneaster,nummulariifolia,Fisch. et Mey.
Cotoneaster,racemiflora,(Desf.) C. Koch
Cotoneaster,pyracantha,(L.) Spach
Cotyledon,,
Cotyledon,horizontalis,Guss.
Cotyledon,intermedia,(Boiss.) Bornm.
Cotyledon,libanotica,(L.) Labili.
Cotyledon,pestalozzae.,(Boiss.) Mart.
Cotyledon,tropaeolifolia,(Boiss.) Bornm.
Cotyledon,tuberosa,(L.) Halacsy
Cotyledon,umbilicus-veneris,L.
Crambe,,
Crambe,alutacea,Hand.-Mazz.
Crambe,aucheri,Boiss.
Crambe,glàberrima,(Bornm.) Moût.
Crambe,hispanica,L.
Crambe,orientalis,L.
Crambe,persica,Boiss.
Crassula,,
Crassula,alata,(Viv.) Berger
Crassula,caespitosa,Cav.
Crassula,magnolii,D.C.
Crassula,microcarpa,"Sibth, et Smith"
Crassula,vaillantii,(Willd.) Roth
Crataegus,,
Crataegus,azarolus,L.
Crataegus,monogyna,Willd.
Crataegus,sinaica,Boiss.
Crataegus,tortninalis,L.
Crataegus,trilobata,Lab.
Crithmum,,
Crithmum,maritimum,L.
Crithopsis,,
Crithopsis,aegilopoides,Link
Crocus,,
Crocus,aleppicus,Baker
Croton,,
Croton,tinctorium,L.
Croton,verbascifolium,Willd.
Cyclotaxis,,
Cyclotaxis,palaestina,Boiss.
Cyclotaxis,turgida,Boiss.
Crystopţeris,,
Crystopţeris,filix-fragilis,(L.) Borbas
Crystopţeris,fragilis,(L.) Bernh.
Cytisopsis,,
Cytisopsis,doryeniifolia,Jaub. et Spach
Cytisus,,
Cytisus,cassiùs,Boiss.
Cytisus,dioaricatus,L'Hér.
Cytisus,drepanolobus,Boiss.
Cytisus,pterocladus,Boiss.
Cytisus,syriacus,Boiss. et Bl.
Danaa,,
Danaa,aquilegifolia,AU.
Danaa,cornubiensis,(Torn.) Burm.
Daphne,,
Daphne,libanotica,Moût.
Daphne,oleifolia,Lam. '
Daphne,oleoides,Schreb.
Daphne,sericea,Vahl
Datisca,,
Datisca,cannabina,L.
Daucus,,
Daucus,aleppicus,Thiéb.
Daucus,aureus,Desf.
Daucus,blanchei,Reut.
Daucus,broteri,Ten.
Daucus,carota,L. ssp. maximus
Daucus,carota,Desf.
Daucus,guttatus,Sibth. et Smith
Daucus,leptocarpus,Hochst.
Daucus,littoralis,Sibth et Smith
Daucus,maximus,Desf.
Daucus,imerosciadius,Boiss.
Daucus,pulcherrimus,(Willd.) Koch
Daucus,pumilus,(L.) Hall
Daucus,setulosus,Guss.
Daucus,speciosus,Casaţi
Daucus,visnaga,L.
Delphinium,,
Delphinium,ajacis,Auct.
Delphinium,ambiguum,L.
Delphinium,anthoroideum,Boiss.
Delphinium,axilliflorum,D.C.
Delphinium,cappadocicum,Boiss.
Delphinium,deserti-syriaci,Zoh.
Delphinium,flavum,D.C.
Delphinium,gombaultii,Thiéb.
Delphinium,halteratum,Sibth et Smith
Delphinium,ithaburense,Boiss.
Delphinium,junceum,D.C.
Delphinium,kurdicum,Boiss. et Hoh.
Delphinium,macrostachyum,Boiss. ex Huth
Delphinium,oliganthum,Boiss.
Delphinium,oliverianum,D.C.
Delphinium,orientale,J. Gay
Delphinium,peregrinum,L.
Delphinium,pusillum,Lab.
Delphinium,pygmaea,Poir.
Delphinium,rigidum,D.C.
Delphinium,rugulosum,Boiss.
Delphinium,salmoneum,Moût.
Delphinium,sclerocladum,Boiss.
Delphinium,staphisagria,L.
Delphinium,tomentosum,Auch.
Delphinium,venulosum,Boiss.
Delphinium,virgatum,Poir.
Descurainia,,
Descurainia,sophia,(L.) Webb et Prantl
Desmaziera,,
Desmaziera,woronowii,(Hack) Ocz
Dictamnus,,
Dictamnus,albus,L.
Didesmus,,
Didesmus,rostratus,Boiss.
Diplotaxis,,
Diplotaxis,erucoides,(L.) D.C.
Diplotaxis,harra,(Forssk.) Boiss.
Diplotaxis,tenuifolia,(L.) D.Ç.
Diplotaxis,viminea,(L.) D.C.
Diptychocarpus,,
Diptychocarpus,strictus,(Fisch. et Mey.) Trautv.
Dolichos,,
Dolichos,luteolus,Jacqu.
Dorema,,
Dorema,meifolia,Fenzl
Dorycnium,,
Dorycnium,anatolicum,Boiss.
Dorycnium,hausskfiechtii,Boiss.
Dorycnium,hirsutum,(L.) Ser.
Dorycnium,libanoticum,Boiss.
Dorycnium,rectum,(L.) Ser.
Draba,,
Draba,oxycarpa,Boiss.
Draba,praecox,Stev.
Draba,verna,L.
Draba,versicaria,Desv.
Drabopsis,,
Drabopsis,nuda,(Bel.) Stapf
Drabopsis,verna,G- Koch
Drosanthe,,
Drosanthe,helianthemoides,Jaub. et Spach
Drosera,,
Drosera,rotundifolia,L.
Dryopteris,,
Dryopteris,aculeata,(L.) O. Kuntze
Dryopteris,libanotica,(Ros.) Christ.
Dryopteris,pallida,(Bory) Fomin
Dryopteris,villarii,(Thell.) Woynar
Ducrosia,,
Ducrosia,anethifolia,D.C.
Ducrosia,flabellifolia,Boiss.
Echinophora,,","
Echinophora,sibthorpiana,Guss.
Echinophora,tenuifolia,L.
Echinophora,angustifolia,L.
Echinophora,hortensis,Bieb.
Elaeosticta,,
Elaeosticta,meifolia,Fenzl.
Elatine,,
Elatine,campylosperma,Seub.
Elatine,macropoda,Guss.
Enarthrocarpus,,
Enarthrocarpus,arcuatus,Lab.
Enarthrocarpus,lyratus,(Forssk.) Boiss.
Ephedra,,
Ephedra,alata,Decne
Ephedra,alte,CA. Mey..
Ephedra,transitoria,Riedl
Epilobium,,
Epilobium,adnatum,Gmel.
Epilobium,alsinifolium,Vill.
Epilobium,angustifolium,L.
Epilobium,gemmascens,C.A. Mey.
Epilobium,hirsutum,L
Epilobium,lanceolatum,Seb. et Mauri
Epilobium,menthoides,"Boiss, et Heldr."
Epilobium,minutiflofum,Hausskn.
Epilobium,modestum,Hausskn.
Epilobium,montanum,L.
Epilobium,parviflorum,Schreb.
Epilobium,roseum,Schreb.
Epilobium,spicatum,Lam.
Epilobium,tetragonum,L.
Epilobium,tomentosum,Vent.
Epilobium,toumefortii,Michalet
Equisetum,,
Equisetum,maximum,Auct.
Equisetum,telmateia,Ehrh.
Eragrostis,,
Eragrostis,collina,Trin.
Eragrostis,minor,Host
Eragrostis,poaeoides,P. Beauv.
Eragrostis,tatarica,(Fisch.) Henr.
Eremosporum,,
Eremosporum,olivieri,Spach
Erianthus,,
Erianthus,hostii,Griseb.
Erianthus,ravennae,(L.) Beauv.
Eriocarpaea,,
Eriocarpaea,pinnata,Bertol.
Eriolobus,,
Eriolobus,trilobatus,(Lam.) Roem.
Erodium,,
Erodium,acaule,(L.) Becherer et Thell.
Erodium,amanum,Boiss. et Ky
Erodium,botrys,(Cav.) Bertol.
Erodium,bryoniifolium,Boiss.
Erodium,ciconium,(L.) L'Hér.
Erodium,cicutarium,(L.) L'Hér.
Erodium,gaillardotii,Boiss.
Erodium,glaucophyllum,(L.) L'Hér.
Erodium,gruinum,(L.) L'Hér.
Erodium,hirtum,(Forssk.) Wffld.
Erodium,laciniatum,(Cav.) Willd.
Erodium,malacoides,(.) Willd.
Erodium,moschatum,(Burm. fil.) L'Hér.
Erodium,oxyrrhynchum,Boiss.
Erodium,pulverulmtum,(Cav.) L'Hér.
Erodium,romanum,(Burm. fil.) L'Hér.
Erodium,subtrilobum,Jord.
Erodium,trichomanifolium,L'Hér.
Erophila,,
Erophila,gilgiana,(Musehl.) O.E. Schulz
Erophila,minima,C.A. Mey.
Erophila,praecox,(Stev.) DJÙ.
Erophila,setulosa,Boiss. et Bal.
Erophila,verna,(L.) E. Meyţer
Erophila,vulgaris,D.C.
Eruca,,
Eruca,cappadocica,Reut.
Eruca,sativa,Mill.
Eruca,vesicaria,(L.) Cav.
Erucaria,,
Erucaria,aleppiea,Gaertn.
Erucaria,bornmuelleri,O.E.Sch.
Erucaria,boveana,Coss.
Erucaria,cakiloides,(D.C.) O.E. Schulz
Erucaria,hamrinensis,Bornm.
Erucaria,hispanica,(L.) Druce
Ervum,,
Ervum,ervilia,L.
Ervum,ervoides,(Brign.) Hayek
Ervum,hirsutum,L.
Ervum,lens,L.
Ervum,lenticula,Schreb.
Ervum,nigricans,M. Bieb.
Ervum,orientale,Boiss.
Ervum,pubescens,D.C.
Ervum,tenuissimum,M. Bieb.
Eryngium,,
Eryngium,barrelieri,Boiss.
Eryngium,billardieri,Laroche
Eryngium,bithynicum,Boiss.
Eryngium,campestre,L.
Eryngium,creticum,Lam.
Eryngium,desertorum,Zoh.
Eryngium,falcatum,Laroche
Eryngium,glomeratum,Lam.
Eryngium,heldreichii,Boiss.
Eryngium,maritimum,L.
Eryngium,pusillum,Desf.
Eryngium,pyramidale,Boiss. et Hausskn.
Erysimum,,
Erysimum,bicorne,Ait.
Erysimum,blancheanum,Boiss.
Erysimum,crassipes,CA. Mey.
Erysimum,goniocaulon,Boiss.
Erysimum,hamosum,Blanche
Erysimum,hirschfeldioides,"Bois, et Hskn."
Erysimum,libanoticum,Post
Erysimum,officinale,L.
Erysimum,oleifoliumj.,Gay
Erysimum,purpureum,Auch.
Erysimum,repandum,L.
Erysimum,rigidum,D.C.
Erysimum,scabrurri,D.C.
Erysimum,şmyrnaeum,D.C.
Erysimum,tenellum,D.C.
Erysimum,verrucosum,Boiss. et Gaill.
Euclidium,,
Euclidium,syriacum,(L.) R. Br.
Eunomia,,
Eunomia,oppositifolia,(Lab.) D.C.
Euonymus,,
Euonymus,latifolius,Scop.
Euphorbia,,
Euphorbia,aleppiea,L.
Euphorbia,altissima,Boiss.
Euphorbia,antilibanotica,Moût.
Euphorbia,apios,L.
Euphorbia,arguta,Banks et Sol.
Euphorbia,aulacosperma,Boiss.
Euphorbia,berythea,Boiss. et Bl.
Euphorbia,biglandulosa,Desf.
Euphorbia,cassia,Boiss.
Euphorbia,caudiculosa,Boiss.
Euphorbia,chaborasica,Gombault
Euphorbia,chamaepeplus,Boiss. et Gaill.
Euphorbia,chamaesyce,L.
Euphorbia,cheiradenia,Boiss. et Hoh.
Euphorbia,chesneyi,(Kl. et Garcke) Khan
Euphorbia,cornuta,"Pers,"
Euphorbia,cybirensis,Boiss.
Euphorbia,dendroides,L.
Euphorbia,densa,Schrenk
Euphorbia,erinacea,Boiss. et Ky
Euphorbia,eriophora,Boiss.
Euphorbia,exigua,L.
Euphorbia,falcata,L.
Euphorbia,fistulosa,M.S. Khan
',,
',gaillardotii,Boiss. et Ky
',geniculata,Ortega
',granulata,Forssk.
',haussknechtii,Boiss. et D.C.
',helioscopia,L.
',herniariifolia,Willd.
',hirta,L.
',isthmia,Tack.
',kahirensis,Raeusch
',kotschyana,Fenzl
',lanata,Siehe
',louisii,Thiéb.
',macroclada,Boiss.
',macrostegia,Boiss.
',mesopotamica,M.S. Khan
',microsphaera,Boiss.
',oxyodonta,Boiss et Hausskn.
',palmyrena,Mout.
',paralias,L.
',peplis,L.
/,,
/,peploides,Gouan
/,peplus,L.
/,petiolata,Banks et Sol.
/,petrophila,C.A. Mey.
/,phymatosperma,Boiss. et Gaill.
/,physocaulos,Mout.
/,pilulifera,L.
/,postii,Boiss.
/,promecocarpa,Davis
/,prunifolia,Jacqu.
/,pubescens,Vahl
/,retuşa,Forssk.
/,reuteriana,Boiss.
/,szovitsii,Fisch. et Mey.
/,terracina,L.
/,thamnoides,Boiss.
/,tinctoria,Boiss.
/,verrucosa,L.
Exoacantha,,
Exoacantha,heterophylla,Lab.
Factorovskya,,
Factorovskya,aschersoniana,(Urban) Eig
Fagonia,,
Fagonia,bruguieri,D.C.
Fagonia,olivieri,D.C
Falcaria,,
Falcaria,rivinii,Host
Falcaria,vulgaris,Bernh.
Farsetia,,
Farsetia,aegyptiaca,Turra
Farsetia,cheiranthoides,R. Br.
Farsetia,clypeata,(L.) R. Br.
Farsetia,eriocarpa,D.C.
Ferula,,
Ferula,armandii,Mout.
Ferula,barbeyi,Post
Ferula,bilasi,Post
Ferula,biverticillata,Thiéb.
Ferula,blanchei,Boiss.
Ferula,cassii,Zoh. et Davis
Ferula,communis,L.
Ferula,hermonis,Boiss.
Ferula,hispida,Friv.
Ferula,meifolia,(Fenzl) Boiss.
Ferula,orbicularis,Post et Beauv.
Ferula,palmyrensis,Post et Beauv.
Ferula,scabra,Fenzl
Ferula,tingitana,L.
Ferulago,,
Ferulago,amani,Post
Ferulago,auranitica,Post
Ferulago,autumnalis,Thiéb.
Ferulago,cassia,Boiss.
Ferulago,frigida,Boiss.
Ferulago,macrocarpa,(Fenzl) Boiss.
Ferulago,pauciradiata,Boiss. et Heldr.
Ferulago,syriaca,Boiss.
Fibigia,,
Fibigia,clypeata,(L.) Medik.
Fibigia,eriocarpa,(D.C.) Boiss.
Fibigia,heterophylla,Rech. fil.
Fibigia,obovata,Boiss.
Fibigia,rostrata,(Schenk) Boiss.
Ficaria,,
Ficaria,ficarioides,(Bory et Chaub.)
Ficaria,grandiflora,Robert
Figaraea,,
Figaraea,aegyptiaca,Viv.
Foeniculum,,
Foeniculum,capillaceum,Gilib.
Foeniculum,officinale,All.
Foeniculum,piperitum,(Ucria) Sweet
Foeniculum,vulgare,Mill.
Fragaria,,
Fragaria,vesca,L.
Frangula,,
Frangula,alnus,Mill.
Frankenia,,
Frankenia,hirsuta,L.C.
Frankenia,hispida,D.C.
Frankenia,pulverulenta,L.
Fumana,,
Fumana,arabica,(L.) Spach
Fumana,ericoides,Auct.
Fumana,glutinosa,(L.) Boiss.
Fumana,oligosperma,Boiss. et Ky
Fumana,procumbens,Dunal
Fumana,scoparia,Pomel
Fumana,spachii,Boiss.
Fumana,thymifolia,(L.) Spach
Fumana,viscida,Spach
Fumăria,,
Fumăria,agraria,Lagr.
Fumăria,anatolica,Boiss.
Fumăria,asepala,Boiss.
Fumăria,bulbosa,L.
Fumăria,capreolata,L.
Fumăria,cilicica,Hausskn.
Fumăria,densiflora,D.G.
Fumăria,gaillardotii,Boiss.
Fumăria,judaica,Boiss.
Fumăria,kralikii,Jord.
Fumăria,macrocarpa,Pari.
Fumăria,micrantha,Lagr.
Fumăria,officinalis,L.
Fumăria,parviflora,Lam.
Fumăria,petteri,Reichenb.
Fumăria,rutifolia,(Sibth. et Smith) D.C.
Fumăria,thuretii,Boiss.
Fumăria,vaillantii,Lois.
Gagea,,
Gagea,anisanthos,C. Koch
Gagea,dayana,Chodat et Beauv.
Gagea,fistulosa,(Ram.) Ker-t awl
Galega,,
Galega,assyriaca,Moût.
Galega,officinalis,L.
Gamosepalum,,
Gamosepalum,alyssoides,Hausskn.
Garidella,,
Garidella,unguicularis,Lam.
Genista,,
Genista,acanthoclada,D.C.
Genista,albida,Willd.
Genista,anatolica,Boiss.
Genista,cassia,Boiss.
Genista,fasselata,Decne
Genista,libanotica,Boiss.
Genista,lydia,Boiss.
Genista,patula,M. Bieb.
Genista,pestalozzae,Boiss.
Genista,raetum,Forssk.
Genista,sphacelata,Decne
Geranium,,
Geranium,acaule,L.
Geranium,asphodeloides,Burm. f.
Geranium,botrys,Cav.
Geranium,ciconium,L.
Geranium,cicutarium,L.
Geranium,cinéreum,Cav.
Geranium,columbinum,L.
Geranium,crenophilum,Boiss.
Geranium,dissectum,L.
Geranium,glaucopkyllum,L.
Geranium,gruinum,L. /
Geranium,hirtum,Forssk.
Geranium,laciniaium,Cav.
Geranium,libani,P.H. Davis
Geranium,libanoticum,Schenk Boiss.
Geranium,libanoticum,Schenk Boiss.
Geranium,lucidum,L.
Geranium,malacoides,L.
Geranium,molle,L.
Geranium,moschatum,Burm. f.
Geranium,pallens,M. Bieb.
Geranium,purpureum,Vill.
Geranium,',pusillum L.
Geranium,pyrenaicum,Burm. fil.
Geranium,rôbertianum,L.
Geranium,romanum,Burm. fil.
Geranium,rotundifolium,L.
Geranium,subcaulescens,L'Hér.
Geranium,tuberosum,L.
Geum,,
Geum,heterocarpum,Boiss.
Geum,urbanum,L.
Gladiolus,,
Gladiolus,imbricatus,L.
Glastaria,,
Glastaria,deflexa,Boiss.
Glaucium,,
Glaucium,aleppicum,Boiss. et Hausskn.
Glaucium,corniculatum,(L.) Curt.
Glaucium,flavum,Crantz
Glaucium,grandiflorum,Boiss. et Huet
Glaucium,leiocarpum,Boiss.
Glaucium,luteum,Scop.
Glycyrrhiza,,
Glycyrrhiza,asperrima,L. f.
Glycyrrhiza,echinata,L.
Glycyrrhiza,flavescens,Boiss.
Glycyrrhiza,glabra,L.
Glycyrrhiza,glandulifera,Waldst. et Kit.
Glycyrrhiza,violacea,Boiss.
Glycyrrhizopsis,,
Glycyrrhizopsis,flavescens,(Boiss.) Boiss. et Bal.
Goebelia,,
Goebelia,alopecuroides,(L.) Boiss.
Gonocytisus,,
Gonocytisus,pterocladus,Boiss.
Gymnogramtna,,
Gymnogramtna,leptophylla,(L.) Desv.
Halimium,,
Halimium,umbellatum,(L.) Spach
Haloxylon,,
Haloxylon,articulatum,' (Cav.) Bge
Haloxylon,elegans,Bge
Haloxylon,ramosissimum,(Boiss.) Benth. et Hook.
Haloxylon,salicornicum,(Moqu.) Bge
Hammada,,
Hammada,eigii,Iljin
Hammada,elegans,(Bge) Iljin
Hammada,salicornica,"(Moq.) Iljin"""
Hammatolobium,,
Hammatolobium,lotoides,Fenzl
Haplophyllum,,
Haplophyllum,armenum,Spach
Haplophyllum,blanchei,Boiss.
Haplophyllum,bourgaei,Boiss.
Haplophyllum,buxbaumii,Poir.
Haplophyllum,candolleanum,Boiss.
Haplophyllum,chaborasium,Boiss. et Hausskn.
Haplophyllum,cilicicum,Boiss.
Haplophyllum,deserti,Post et Beauv.
Haplophyllum,filifolium,Spach
Haplophyllum,fruticulosum,(Lab.) Boiss.
Haplophyllum,glabrum,(D.C.) Hand.-Mazz.
Haplophyllum,haussknechtii,Boiss.
Haplophyllum,mesopotamicum,Boiss. • \ .
Haplophyllum,propinquum,Spach
Haplophyllum,rubellulum,Thiéb. et Gomb.
Haplophyllum,suaveolens,(D.C.) G- Don.
Haplophyllum,sylvaticum,Boiss.
Haplophyllum,tuberculosum,(Forssk.) A. Juss.
Haplophyllum,villosulum,Boiss. et Hausskn.
Hasselquistia,,
Hasselquistia,aegyptiaca,L.
Hedera,,
Hedera,helix,L.
Hedysarum,,
Hedysarum,atomarium,Boiss.
Hedysarum,capitatum,Desf.
Hedysarum,coelesyriacum,Sam.
Hedysarum,cornutum,h.
Hedysarum,coroharium,L.
Hedysarum,kotschyi,Boiss.
Hedysarum,pollens,(Moris) Halacsy'
Hedysarum,pannosum,Boiss.
Hedysarum,pseudalkagi,(Bieb.) Desv.
Hedysarum,spinosissimum,L.
Hedysarum,supinum,Chaix
Heldreichia,,
Heldreichia,bupleurifolia,Boiss.
Helianthemum,,
Helianthemum,aegyptiacum,(L.) Mill.
Helianthemum,campylopus,Sam.
Helianthemum,chamaecistus,Auct.
Helianthemum,ellipticum,(Desf.) Pers.
Helianthemum,guttatum,(L.) Boiss.
Helianthemum,kahiricum,Del.
Helianthemum,kotschyanum,Boiss.
Helianthemum,lasiocarpum,Willk.
Helianthemum,lavandulifolium,Lam.
Helianthemum,ledifolium,(L.) Mill.
Helianthemum,lippii,(L.) Dum.-Cours.
Helianthemum,niloticum,(L.) Moench
Helianthemum,nummularium,(L.) Mill.
Helianthemum,procumbens,Dunal
Helianthemum,racemosum,(L.) Pau
Helianthemum,salicifolium,(L.) Mill
Helianthemum,syriaeum,Boiss/
Helianthemum,tomentosum,Scop.
Helianthemum,umbellatum,(L.) Mill.
Helianthemum,vesicarium,Boiss.
Helianthemum,viride,Ten.
Helianthemum,vulgare,Gaertn.
Helleborus,,
Helleborus,vesicarius,Auch.
Helosciadium,,
Helosciadium,nodiflorum,C. Koch
Henrardia,,
Henrardia,persica,(Boiss.) C. Hubb.
Henrardia,pubescens,(Bertol.) C. Hubb.
Heptaptera,,
Heptaptera,alata,(Boiss.) Tutin
Heptaptera,anisoptera,(Boiss.) Tutin
Heptaptera,crenata,(Fenzl) Tutin
Heptaptera,microcarpa,(Boiss.) Tutin
Heracleum,,
Heracleum,absinthifolium,Vent.
Heracleum,carmeli,Labili.
Heracleum,humile,Sibth. et Smith
Hesperis,,
Hesperis,africana,L.
Hesperis,Ma,L.
Hesperis,crenulata,D.C.
Hesperis,elata,Hornem.
Hesperis,kotschyana,Fenzl
Hesperis,matronalis,L.
Hesperis,pendula,D.C.
Hesperis,pulchella,D.D.
Hesperis,pulmonarioides,Boiss.
Hesperis,venta,L.
Hesperis,violacea,Boiss.
Hibiscus,,
Hibiscus,trionum,L.
Himantoglossum,,
Himantoglossum,caprinum,(M. Bieb.) Spreng.
Hippocrepis,,
Hippocrepis,bisiliqua,Forssk.
Hippocrepis,multisiliquosa,L.
Hippocrepis,unisiliquosa,L.
Hippomarathrum,,
Hippomarathrum,boissieri,Reut. et Hausskn.
Hippomarathrum,crispum,(Pers.) Koch
Hippomarathrum,scabrum,(Fenzl) Boigs.
Hirschfeldia,,
Hirschfeldia,incana,(L.) Lagrèze-Fossat
Hprdeum,,
Hprdeum,geniculatum,Ail.
Hprdeum,glaucum,Steud.
-,,gussoneanum Pari.
-,hxjitrix,Roth
-,leporinum,Link.
-,maritinîum,With.
Hornungia,,
Hornungia,procumberti,(L.) Hayek
Hutchinsia,,
Hutchinsia,procumbens,(L.) Desv.
Hydrocotyle,,
Hydrocotyle,natans,Cyr.
Hydrocotyle,ranunculoides,L. fil.
Hymenocarpus,,
Hymenocarpus,circinnatus,(L.) Savi
Hymenocarpus,nummularius,'(D.C.) G. Don.
Hymenolobus,,
Hymenolobus,procumbens,(L.) Nutt.
Hypecoum,,
Hypecoum,grandiflorum,Benth.
Hypecoum,imberbe,Sibth. et Smith
Hypecoum,procumbens,L.
Hypericum,,
Hypericum,acutum,MoencnV
Hypericum,adenocarpum,MiroX^^
Hypericum,adenocladum,Boiss.
Hypericum,alternifolium,Labili.
Hypericum,amanum,Boiss.
Hypericum,amblyosepalum,Hochstt.
Hypericum,capitatum,Choisy
Hypericum,cardiophyllum,Boiss.
Hypericum,cassium,"Boiss. ,"
Hypericum,confertum,Choisy
Hypericum,crispum,L.
Hypericum,"cuneatum,",Poir.
Hypericum,fieldianum,Rech.
Hypericum,gracile,Boiss.
Hypericum,helianthemoides,Spach
Hypericum,hircinum,L.
Hypericum,hyssopifolium,Chaix
Hypericum,laeve,Boiss.
Hypericum,lanuginosum,Lam.
Hypericum,libanoticum,N. Robson
Hypericum,lorentii,Hochst.
Hypericum,lydium,Boiss.
Hypericum,montbretii,Spach
Hypericum,nanum,Poir.
Hypericum,olivieri,(Spach) Boiss.
Hypericum,olympicum,L.
Hypericum,origanifolium,Willd.
Hypericum,pallens,Banks et Sol.
Hypericum,perforatum,L.
Hypericum,praedonum,Hand.-Mazz.
Hypericum,quadrangulum,L.
Hypericum,retusum,Auch.
Hypericum,rubrum,Hochstt.
Hypericum,russeggeri,(Fenzl) R.- Keller
Hypericum,scabrum,L.
Hypericum,serpyllifolium,Lam.
Hypericum,tetrapterum,Fries
Hypericum,thymifolium,Banks et Sol.
Hypericum,triquetrifolium,Turra
Hypericum,venustum,Fenzl
Hypoxis,,
Hypoxis,fascicularis,L.
Iberis,,
Iberis,acutiloba,Bertol.
Iberis,odorata,L.
Iberis,sempervirens,L.
Iberis,taurica,D.C.
Hex,,
Hex,aquifolium,L.
Hex,colchica,Poj.
Iriscălcarea,,Dinsm.
Iriscălcarea,nusairiensis,"Moût,"
Iriscălcarea,sofarana,Foster
Isatis,,
Isatis,aleppica,Scop.
Isatis,cappadocica,Desv.
Isatis,glauca,Auch.
Isatis,latisiliqua,Boiss.
Isatis,lusitanica,L.
Isatis,microcarpaj.,Gay
Isatis,subradiata,Rupr.
Isatis,tinctpria,L.
Isnardia,,
Isnardia,palustris,L.
Johrenia,,
Johrenia,aurea,Boiss. et Bal.
Johrenia,dichotoma,D.C.
Johrenia,fungosa,Boiss.
Johrenia,juncea,Boiss.
Johrenia,porten,Post
Johrenia,tordylium,Fenzl
Johrenia,westii,Post
Juncus,,
Juncus,aràbicus,(Asch. et Schw.) Adams
Juncus,maritimus,Lam.
Jussiaea-,,
Jussiaea-,repens,L.
Jussiaea-,stolonifera,Guill. et Perr.
Keramocarpus,,
Keramocarpus,tordylium,Fenzl
Kitaibelia,,
Kitaibelia,balansae,Boiss.
Koeleria,,
Koeleria,phleoides,(Vili.) Pers.
VV.1l.*,,
Kohlrauschia,,
Kohlrauschia,velutina,(Guss.) Reichenb.
Koniga,,
Koniga,maritima,(L.) R. Br.
Krubera,,
Krubera,peregrina,(L.) Boiss.
Lagoecia,,
Lagoecia,cumihoides,L.
Lagonychium,,
Lagonychium,farctum,(Banks et Sol.) Bobr.
Laser,,
Laser,trilobum,(L.) Borkh.
Laserpitium,,
Laserpitium,glaucum,Post
Laserpitium,trilobum,L.
Lathyrus,,
Lathyrus,amoenus,Fenzl
Lathyrus,annuus,L.
Lathyrus,aphaca,L.
Lathyrus,basalticus,Rech. fil.
Lathyrus,blepharicarpus,Boiss.
Lathyrus,cassius,Boiss.
Lathyrus,chrysanthus,Boiss.
Lathyrus,cicera,L.
Lathyrus,ciliatus,Guss.
Lathyrus,ciliolatus,Sam.
Lathyrus,clymenum,L.
Lathyrus,digitatus,(Bieb.) Fîori
Lathyrus,elongatus,(Bornm.) Sirj.
Lathyrus,erectus,Lagr.
Lathyrus,gleosperma,Warb. et Eig
Lathyrus,gorgonii,Pari.
Lathyrus,grandiflorus,Sibth. et Smith
Lathyrus,hierosolymitanus,Boiss.
Lathyrus,hirsutus,L.
Lathyrus,hispidulus,Boiss.
Lathyrus,inconspicuus,L.
Lathyrus,inermis,Rochel
Lathyrus,laxiflorus,(Desf.) O. Kuntze
Lathyrus,libani,Fritsch
Lathyrus,marmoratus,Boiss. et Bl.
Lathyrus,niger,(L.) Bernh.
Lathyrus,nissolia,L.
Lathyrus,ochrus,L.
Lathyrus,polyanthus,Boiss. et Bl.
Lathyrus,pratensis,L .
Lathyrus,pseudocicera,Pampanini
Lathyrus,pygmaeus,Gombault
Lathyrus,sativus,L.
Lathyrus,saxatilis,(Vent.) Vis.
Lathyrus,sessilifolius,(Sibth. et Sm.) Ten.
Lathyrus,setifolius,L.
Lathyrus,sphaericus,"Retz,"
Lathyrus,stenolobus,Boiss.
Lathyrus,stenophyllus,Boiss. et Heldr.
Lathyrus,variabilis,(Boiss. et Ky) Maly
Lathyrus,vinealis,Boiss. et Noe
Laurocerasus,,
Laurocerasus,officinalis,Roem.
Laurus,,
Laurus,nobilis,L.
Lavatera,,
Lavatera,eretica,L.
Lavatera,punctata,AU.
Lavatera,trimes,tris L.
Lecoquia,,
Lecoquia,eretica,(Lam.) D.C.
Lens,,
Lens,culinaris,Medik.
Lens,esculenţa,Moench
Lens,lenticula,(Schreb.) Alef.
Lens,nigricdns,(Bieb.) Godr.
Lens,orientalis,(Boiss.) Hand.-Mazz.
Leontice,,
Leontice,chrysogonum,L.
Leontice,leontopetalum,L.
Leontice,minor,Boiss.
Lepidium,,
Lepidium,aucheri,Boiss.
Lepidium,chalepense,"L""."
Lepidium,cornutum,Sibth. et Smith
•,,
•,crassifolium,Waldst. et Kit.
•,culminicolum,Moût.
•,draba,L.
•,graminifolium,L.
•,hirtum,(L.) Smith
•,latifolium,L.
