genus,epitet,author
•,nudicaule,L.
•,oppositifolium,Labili.
•,oxyotum,D.C
•,perfoliatum,L.
•,procumbens,L.
•,sativum,L.
•,spinescens,D.C.
•,spinosum,Ard.
•,squamatum,Forssk.
•,virginicum,L.
Lepidotis,,
Lepidotis,cernua,(L.)Beauv.
Leptaleum,,
Leptaleum,filifôlium,(Willd.) D.C.
Leptaleum,pygmaeum,D.C.
Lepturus,,
Lepturus,pubescens,(Bçrtol.) Boiss.
Ligusticum,,
Ligusticum,çomubiense,Torn.
Linum,,
Linum,album,Ky
Linum,angustifolium,Huds.
Linum,aroanium,Boiss. et Orph.
Linum,balansae,Boiss.
Linum,bienne,Mill.
Linum,bursa-pastoris,Gomb.
Linum,carnosulum,Boiss..
Linum,cassium,Rech.
Linum,chaborasicum,Moût.
Linum,gallicum,L.
Linum,humile,Mill.
Linum,libumicum,Scop.
Linum,mucronatum,Bertol.
Linum,nodiflorum,L.
Linum,orientale,Boiss.
Linum,peyronii,Post
Linum,pubescens,Banks et Sol.
Linum,radiola,L.
Linum,rigidissimum,Post
Linum,strictum,L.
Linum,sulphureurn,Boiss. et Hausskn.
Linum,syriacum,Boiss.
Linum,tenuifolium,L ' V .
Linum,toxicum,Boiss.
•,,trigynum L.
•,usitatissimum,L.
Lisaea,,
Lisaea,strigosa,(Banks et Sol.) Eig
Lisaea,syriaca,Boiss.
Lobularia,,
Lobularia,maritima,(L.) Desv.
Lophochloa,,
Lophochloa,berythea,(Boiss. et Bl.) Bor
Lophochloa,obtusiflora,(Boiss.) Gontsch.
Lophochloa,phleoides,(Vill.) Reichb.
Lophochloa,pumila,(Desf.) Bor
Lotus,,
Lotus,angustissimus,L.
Lotus,carmeli,Boiss.
Lotus,coimbricensis,Brot.
Lotus,corniculatus,L.
Lotus,creticus,L.
Lotus,cytisoides,L.
Lotus,edulis,L.
Lotus,gebelia,Vent.
Lotus,kirsutus,L.
Lotus,judaicus,Boiss. ex Bornm.
Lotus,lamprocarpus,Boiss.
Lotus,lahuginosus,Vent.
Lotus,libanoticus,Boiss.
Lotus,ornithopodioides,L.
Lotus,palaestinus,(Boiss.) Bornm.
Lotus,palustris,Willd.
Lotus,parviflorus,Desf.
Lotus,peregrinus,L.
Lotus,pusillus,Medik.
Lotus,redus,L.
Lotus,tenuifolius,(L.) Reichenb.
Lotus,tenuis,Waldst. et Kit.
Lotus,villosus,Forssk.
Ludwigia,,
Ludwigia,diffusa,(Forssk.) Greene
Ludwigia,palustris,(L.) Elliott
Ludwigia,stolonifera,(Guill. et Perr.) Raven
Lunaria,,
Lunaria,scabra,Forssk.
Lupinus,,
Lupinus,albus,L.
Lupinus,angustifolius,L.
Lupinus,digitatus,Forssk.
Lupinus,hirsutus,L.
Lupinus,luteus,L.
Lupinus,pilosus,L.
Lupinus,termis,Forssk.
Lycopodium,,
Lycopodium,cernuum,L.
Lygia,,
Lygia,aucheri,(Meisn.) Boiss.
Lygia,passerina,(L.) Fasano
Lygia,pubescens,(Guss.) C.A. Mey.
Lythrum,,
Lythrum,bibracteatum,Salzm.
Lythrum,flexuosum,Auct.
Lythrum,graefferi,Ten.
Lythrum,hyssopifolia,L.
Lythrum,jun'ceum,Banks et Sol.
Lythrum,mucronatum,Link
Lythrum,salicaria,L.
Lythrum,salzmannii,Jord.
Lythrum,tomentosum,Mill.
Lythrum,tribracteatum,Salzm.
MalabaHa,,
MalabaHa,graveolens,(M. Bieb.) Hoffm.
MalabaHa,secacul,(Banks et Sol.) Boiss.
Malcolmia,,
Malcolmia,africana,(L.) R. Br.
Malcolmia,auranitica,Post.
Malcolmia,bungei,Boiss.
Malcolmia,chia,(L.) D.C.
Malcolmia,confusa,Boiss.
Malcolmia,conringioides,Boiss.
Malcolmia,contortuplicata,(Steph.) Boiss.
Malcolmia,crenulata,(D.C.) Boiss.
Malcolmia,",exacoides",(D.C.) Spreng.
Malcolmia,grandiflora,(Bge) O. Kuntze
Malcolmia,maritima,(L.) R. Br.
Malcolmia,nana,(D.C.) Boiss.
Malcolmia,pulchella,D.C.
Malcolmia,zachlensis,Post
Malus,,
Malus,trilobata,(Lab.) C.K. Schneider
Malva,,
Malva,aegyptia,L.
Malva,montana,Forssk
Malva,neglecta,Wallr.
Malva,nicaeensis,AU.
Malva,oxyloba,Boiss.
Malva,parviflora,L.
Malva,rotundifolia,L.
Malva,sherardiana,L.
Malva,sylvestris,L.
Malvella,,
Malvella,sherardiana,(L.) Jaub. et Spach
Maresia,,
Maresia,nana,(D.C.) Bail
Maresia,pulchella,(D.C.) O.E. Schulz
Matthiola,,
Matthiola,bicornis,(Sibth. et Smith) D.C.
Matthiola,crassifolia,Boiss. et GaiU.
Matthiola,damascena,Boiss.
Matthiola,fruticulosa,(L.) Maire
Matthiola,lo'ngipetala,Vent.
Matthiola,oxyceras,D.C.
Matthiola,tricuspidata,(L.) R. Br.
Matthiola,tristis,(L.) R. Br.
Medicago,,
Medicago,agrestis,Ten.
Medicago,apiculata,Willd.
Medicago,arabica,(L.) Huds.
Medicago,blancheana,Boiss.
Medicago,ciliaris:,(L.) Krocker
Medicago,circinnata,L.
Medicago,constricta,Durieu
Medicago,coronata,(L.) Desr.
Medicago,cupaniana,Guss.
Medicago,denticulata,Willd.
Medicago,elegans,Jacqu.
Medicago,falcata,L.
Medicago,galilaea,Boiss.
Medicago,gerardii,Waldst. et Kit.
Medicago,globosa,J. Presl
Medicago,granatensis,Willd.
Medicago,hispida,Gaertn.
Medicago,hystrix,Ten.
Medicago,laciniata,AIL.
Medicago,lappacea,D.C.
Medicago,litoralis,Rohde
Medicago,lupulina,L.
Medicago,maculata,Sibth.
Medicago,marginala,Willd.
Medicago,marina,L.
Medicago,minima,Lam.
Medicago,murex,Willd.
Medicago,nummularia,D.C.
Medicago,orbicularis,(L.) AU.
Medicago,polymorpha,L.
Medicago,praecox,D.C.
Medicago,radiata,L.
Medicago,rigida,Lam.
Medicago,rigidula,(L.) Desr.
Medicago,rotata,Boiss.
Medicago,rugosa,Desr.
Medicago,sativa,L.
Medicago,scutellata,Mill.
Medicago,sessilis,Peyron
Medicago,sphaerocarpos,"Bertol,"
Medicago,tentaculata,Gaertn.
Medicago,tribuloides,Desr.
Medicago,truncatula,Gaertn.
Medicago,tuberculata,WiUd.
Medicago,turbinata,(L.) Willd. varia Maftyn
Melandrium,,
Melia,,
Melia,azedarach,L.
Melilotus,,
Melilotus,albus,Desr.
Melilotus,compactus,Salzm.
Melilotus,indicuş,(L.) AU.
Melilotus,infestus,Guss.
Melilotus,italicus,(L.) Lam.
Melilotus,messanensis,(L.) AU.
Melilotus,officinalis,(L.) Lam.
Melilotus,parviflorus,Desf.
Melilotus,procumbens,Besser
Melilotus,segetalis,(Brot.) Ser.
Melilotus,siculus,(Turra) Vitm.
Melilotus,sulcatus,Desf.
Metiocarpus,,
Metiocarpus,alatus,Boiss.
Metiocarpus,anisopterus,Boiss.
Meniocus,,
Meniocus,aureus,Fenzl
Meniocus,filifolius,Jaub. et Spach
Meniocus,linifolius,(Steph.) D.C.
Mercunalis,,
Mercunalis,annua,L.
Mercunalis,ovata,Sternb. et Hoppe
Mercunalis,perennis,L.
Mespilus,,
Mespilus,amelanchier,L.
Mespilus,germanica,L.
Mespilus,pyracantha,L.
Mimosa,,
Mimosa,farda,Banks et Sol.
Mimosa,farnesiana,L.
Monocaryum,,
Monocaryum,fasciculare,(L.) Roem. et Sch.
Muscari,,
Muscari,maritimum,Desf.
Myagrûm,,
Myagrûm,irregulare,Asso
Myagrûm,perfoliatum,"L,"
Myosurus,,
Myosurus,minimus,L.
Myriophylluni,,
Myriophylluni,spicatum,L.
Myriophylluni,verticillatum,L.
Myrtus,,
Myrtus,communis,L.
Nardurus,,
Nardurus,orientalis,Boiss.
Nardurus,subulatus,(Banks et Sol.) Bor
Nasturtium,,
Nasturtium,amphibium,(L.) R. Br.
Nasturtium,fontanum,(Lam.) Auch.
Nasturtium,macrocarpum,Boiss.
Nasturtium,microphyllum,"Bonn, ex Reichb."
Nasturtium,officinale,R. BK
Nasturtium,sylvestre,(L.) R. Br^-^__
Neslia,,
Neslia,apiculata,(F. et M.) Avé-Lall.
Neurada,,
Neurada,procumbens,L.
Nigella,,
Nigella,arvensis,L.
Nigella,assyriaca,Boiss.
Nigella,ciliaris,D.C.
Nigella,cretensis,Stev.
Nigella,eretica,Mill.
Nigella,damascena,L.
Nigella,divaricata,Beaupré
Nigella,glauca,Boiss.
Nigella,latisecta,Davis
Nigella,noêana,Boiss.
Nigella,orientalis,L.
Nigella,oxypetala,Boiss.
Nigella,persica,Boiss.
Nigella,sativa,L.
Nigella,stellaris,Boiss.
Nigella,tuberculata,Griseb.
Nigella,unguicularis,(Lam.) Spenn
Nitraria,,
Nitraria,retuşa,(Forssk.) Asch.
Nitraria,tridetttata,Desf.
Noccaea,,
Noccaea,procumbens,(L.) Reichb.
Notholaena,,
Notholaena,marantae,(L.) R.Br.
Notholaena,vellea,(Ait.) R.Br.
Notoceras,,
Notoceras,bicorne,(Ait.) Caruel.
Notoceras,canariênse,R.Br.
Notoceras,cardaminifolium,D.C.
Nuphar,,
Nuphar,luteum,(L.) Sm.
Nymphaea,,
Nymphaea,alba,L.
Ochthodium,,
.,,
.,aegyptiacum,(L.) D.C.
Oenanthe,,
Oenanthe,angulosa,Griseb.
Oenanthe,aquatica,(L.) Poiret
Oenanthe,fistulosa,L.
Oenanthe,media,Griseb.
Oenanthe,phellandrium,Lam.
Oenanthe,pimpinelloides,L.
Oenanthe,prolifera,L.
Oenothera,,
Oenothera,biennis,L. .
Oenothera,biennis,L. .
Oliveria,,
Oliveria,decumbens,Vent.
Oliveria,orientalis,D.C.
Onobrychis,,
Onobrychis,aequidentata,(Sibth. et Smith)
Onobrychis,aurantiaca,Boiss.
Onobrychis,cadmea,Boiss.
Onobrychis,caput-galli,(L.) Lam.
Onobrychis,cornuta,(L.) Desv.
Onobrychis,crista-galli,(L.) Lam.
Onobrychis,gaertneriana,Boiss.
Onobrychis,gaillardotii,Boiss.
Onobrychis,gracilis,Boiss.
Onobrychis,hemicycla,Blanche
Onobrychis,kotschyana,Fenzl
Onobrychis,lanata,Boiss.
Onobrychis,megataphros,Boiss.
Onobrychis,nisibena,Moût.
Onobrychis,olivieri',Boiss.
Onobrychis,pinnata,(Bertol.) Hand.-Mazz.)
Onobrychis,sativa,Lam.
Onobrychis,squarrosa,Viv.
Onobrychis,supina,(Chaix) Lam.
Onobrychis,tragacanthoides,D.C.
Ononis,,
Ononis,adenotricha,Boiss.
Ononis,alopecuroides,L.
Ononis,antiquorum,Auct.
Ononis,biflora,Desf.
Ononis,breviflora,Desf.
Ononis,cherleri,L.
Ononis,columnae,AU.
Ononis,diffusa,Turra
Ononis,ervoides,Sieb.
Ononis,hirta,Def.
Ononis,leiosperma,Boiss. •
Ononis,mitissima,L.
Ononis,natrix,L.
Ononis,ornithopodioides,L.
Ononis,phyllocephala,Boiss.
Ononis,pubescens,L.
Ononis,pusilla,L.
Ononis,reclinata,L.
Ononis,serrata,Forssk.
Ononis,sicula,Guss.
Ononis,spinosa,L.
Ononis,vaginalis,Vahl
Ononis,variegata,L.
Ononis,viscosa,L.
Opopanax,,
Opopanax,hispidus,(Friv.) Griseb.
Opopanax,prientale,Boiss.
Opopanax,syriacum,Boiss.
Opuntia,,
Opuntia,ficus-indica,(L.) Mill.
Opuntia,monacantha,How.
Orlaya,,
Orlaya,platycarpos,(L.) Koch
Orlaya,maritima,(Gou.) Koch
Ornithogalum,,
Ornithogalum,billardieri,Moût.
Ornithogalum,lanceolatum,Auct.
Ornithogalum,montanum,Cyrillo
Ornithopus,,
Ornithopus,compressus,L.
Ornithopus,ebracteolatus,Brot.
Ornithopus,pinnatus,(Mill.) Druce
Ornithopus,scorpioides,L.
Orobus,,
Orobus,croceus,Desf.
Orobus,digitatus,Bieb.
Orobus,elongatus,Bornm.
Orobus,grandiflorus,Boiss.
Orobus,niger,L.
Orobus,sessiltflorus,Sibth. et Smith
Orobus,variabilis,Boiss.
Oxalis,,
Oxalis,cemua,Thunb.
Oxalis,corniculata,L.
Oxalis,libyca,Viv.
Oxalis,pes-caprae,L.
Paeonia,,
Paeonia,corallina,Retz
Paeonia,kesrouanensis,Thiéb.
Paeonia,mascula,(L.) Mill.
Paliurus,,
Paliurus,aculeata,Lam.
Paliurus,spina-christi,Mill.
Papaver,,
Papaver,argemone,L. belangeri Boiss.
Papaver,carmeti,Feinb.
Papaver,clavatum,Boiss. et Hausskn.
Papaver,dubium,L.
Papaver,glaucum,Boiss. et Huet
Papaver,humifusum,Fedde
Papaver,laevigatum,M. Bieb.
Papaver,libanoticum,Boiss;
Papaver,polytrichum,Boiss. et Ky
Papaver,postii,Fedde
Papaver,rapiferum,Fedde
Papaver,rhoeas,L.
Papaver,rogersii,Exelm.
Papaver,somniferum,L.
Papaver,strîgosum,Bônningh
Papaver,stylatum,Boiss. et Hausskn.
Papaver,subpiriforme,Fedde
Papaver,syriacum,Boiss. et Bl.
Papaver,umbonatum,Boiss. *
Pappopharum,,
Pappopharum,squarrosum,Banks et Sol.
Parietaria,,
Paronychia,,
Paronychia,echinata,Lam.
Paronychia,echinulata,Chater
Paspalum,,
Paspalum,distichum,Auct.
Paspalum,paspaloides,(Michaux) Şcribner
Passerina,,
Passerina,annua,Wickstr.
Passerina,arvensis,Lam.
Passerina,hirsuta,L.
Passerina,lessertii,Wickstr.
Passerina,pubescens,Guss.
Pastinaca,,
Pastinaca,graveolens,Bieb.
Pastinaca,opopanax,L.
Pastinaca,second,Banks et Sol.
Pastinaca,teretiuscula,Boiss.
Pastinaca,urens,Rcqu.
Peganum,,
Peganum,harmala,L.
Pelargonium,,
Pelargonium,endlicherianum,Fenzl
Peltaria,,
Peltaria,angustifolia,D.C.
Peltaria,glastifolia,D.C.
Pennisetum,,
Pennisetum,dichotomum,(Forssk.) Del.
Pennisetum,divisutn,(Gmel.) Henr.
Pennisetum,orientale,L.C. Rich.
Pennisetum,setaceum,(Forssk.) Chiov.
Peplis,,
Peplis,alternifolia,M. Bieb.
Persica,,.
Persica,vutgaris,Mill.
Petrorhagia,,
Petrorhagia,arabica,(Boiss.) Bail et Heywood
Petrorhagia,eretica,(L.) Bail et Heywood
Petrorhagia,velutina,(Guss.) Bail et Heywood
Petroselinum,,
Petroselinum,crispum,(Mill.) A.W. Hill
Petroselinum,hortense,Auct.
Petroselinum,sativum,Hoffm.
Peucedanum,,
Peucedanum,depauperatum,Boiss. et Ba
Peucedanum,haradjianii,Rech. fil.
Peucedanum,juriceum,(Boiss.) Moût.
Peucedanum,libanoticum,Peyron
Peucedanum,mucronatum,Thiéb.
Peucedanum,spreitzenhoferi,Dingier
Phaca,,
Phaca,baetica,L.
Phellandrium,,
Phellandrium,aquaticum,L.
Phragmites,,
Phragmites,australia,(Cav.) Trin.
Phragmites,commutas,Trin.
Phyllitis,,
Phyllitis,hemionitis,(Lag.) O. Kuntze
Phyllitis,hybrida,"(Milde) Christ,"
Phyllitis,sapttata,(D.C.) Guinea et Heywood
Phyllitis,scolopendrium,(L.) Newm.
Physanthyllis,,
Physanthyllis,tetraphylla,(L.) Boiss.
Physocaulis,,
Physocaulis,nodosus,(L.) Tausch
Pkysospermum,,
Pkysospermum,aquilegifolium,(AU.) Koch
Pkysospermum,cornubiense,(Torn.) Reichb.
Pimpinella,,
Pimpinella,anthriscoides,Boiss.
Pimpinella,corymbosa,Boiss.
Pimpinella,eretica,Poir.
Pimpinella,eriocarpa,Banks et Sol.
Pimpinella,kotschyana,Boiss.
Pimpinella,olivieri,Boiss.
Pimpinella,peregrina,L.
Pimpinella,puberala,D.C.
Pimpinella,tragium,Vill.
Pimpinella,triradiata,Boiss.
Pirus,,
Pirus,boveana,Decne
Pirus,bovei,Steud.
Pirus,syriaca,Boiss.
Pirus,trilobata,(Lab.) D.C.
Pistacia,,
Pistacia,atlantica,Desf.
Pistacia,khinjuk,Stokes
Pistacia,lentiscus,L.
Pistacia,mutica,Fisch et Mey.
Pistacia,palaestina,Boiss. X lentiscus
Pistacia,palaestina,Boiss. X lentiscus
Pistacia,palaestina,L.
Pistacia,terebinthus,L.
Pistacia,vera,L.
Pisum,,
Pisum,arvense,L.
Pisum,elâtius,Bieb.
Pisum,formosum,Stev.
Pisum,fulvum,Sibth. er Smith
Pisum,humile,Boiss. et Noë
Pisum,sativum,L.
Platanus,,
Platanus,acerifolia,(Aiton) Willd.
Platanus,cuneata,Willd.
Platanus,hybrida,Brot.
Platanus,orientalis,L.
Polygala,,
Polygala,anatolica,Boiss. et Heldr.
Polygala,monspeliaca,L.
Polygala,supina,Schreb.
Polygonum,,
Polygonum,arenastrum,Boreau
Polygonum,aviculare,L.
Polypodium,,
Polypodium,australe,Fée
Polypodium,vulgare,L.
Polypogon,,
Polypogon,semiyerticillatus,(Forssk.) Hyl.
Polystichum,,
Polystichum,aculeatum,(L.) Roth
Polystichum,setiferum,(Forssk.) Woynar
Potentilla,,
Potentilla,anserina,L.
Potentilla,babiskensis,Post et Beauv.
Potentilla,geranioides,Willd.
Potentilla,hirta,L.
Potentilla,kotschyana,Fenzl
Potentilla,libanotica,Boiss.
Potentilla,micrantha,Ramond
Potentilla,pedata,Willd.
Potentilla,reptans,L.
Potentilla,speciosa,Willd.
Potentilla,supina,L.
Poterium,,
Poterium,compactum,Boiss.
Poterium,gaillardotii,Boiss.
Poterium,lasiocarpum,Boiss. et Hausskn.
Poterium,muricatum,Spach
Poterium,polygamum,Waldst. et Kit.
Poterium,spinosum,L.
Poterium,verrucosum,Ehrenb.
Poterium,villosum,Sibth. et Smith
Prangos,,
Prangos,asperula,Boiss.
Prangos,deserti,Post et Beauv.
Prangos,hermonis,Boiss.
Prangos,meliocarpoides,Boiss.
Prangos,microcarpa,Benth. et Hook.
Prosopis,,
Prosopis,stephaniana,(Willd.) Kunth
Prunus,,
Prunus,agrestis,(Boiss.) n. comb.
Prunus,amygdalus,(L.) Stokes
Prunus,arabica,(Oliv.) Meikle
Prunus,argentea,(Lam.) Rehder
Prunus,armeniaca,L.
Prunus,cerasia,Bl.
Prunus,korschinskyi,Hand-Mazz.
Prunus,kotschyi,(Boiss. et Huet) Meikle
Prunus,laurocerasus,L.
Prunus,lycioides,(Spach) W.K. Schneider
Prunus,mahaleb,L.
Prunus,microcarpa,C.A. Mey.
Prunus,monticola,C. Koch
Prunus,prostrata,Labili.
Prunus,spartioides,(Spach) W.K. Schneider
Prunus,spinosa,L.
Prunus,tortuosa,Boiss. et Hausskn.
Prunus,ursina,Ky
Psammogeton,,
Psammogeton,canescens,(D.C.) Vatke
Psammogeton,crinitum,Boiss.
Psammogeton,setifolium,Boiss.
Psammogeton,triternatum,Edgew.
Pseudorlaya,,
Pseudorlaya,maritima,(Gou.) Murbeck
Pseudorlaya,pumila,(L.) Grande
Psoralea,,
Psoralea,bituminosa,L.
Psoralea,jaubertiana,Fenzl
Pteris,,
Pteris,longifolia,Auct.
Pteris,vïttata,L.
Ptychotis,,
Ptychotis,puberala,D;C.
Pucànellia,,
Pucànellia,fupestris,(Whit.) Fern et Weath
Punica,,
Pyracantha,,
Pyracantha,coccinea,Roem.
Radicala,,
Radicala,nasturtium-aquaticum,(L.) Druce
Radiola,,
Radiola,linoides,Roth
Ranunculus,,
Ranunculus,aqUatilis,L.
Ranunculus,arvensis,L.
Ranunculus,asiaticus,L.
Ranunculus,calthifolius,(Guss.) Jord.
Ranunculus,cassius,Boiss.
Ranunculus,chaerophyllos,Auct.
Ranunculus,chionophilus,Boiss.
Ranunculus,chius,D.C.
Ranunculus,constantinopolitanus,d'Urv.
Ranunculus,cornutus,D.C.
Ranunculus,cuneatus,Boiss
Ranunculus,damascenus,Boiss. et Gaill.
Ranunculus,dasycarpus,Boiss.
Ranunculus,demissus,D.C.
Ranunculus,eriophyllus,C. Koch
Ranunculus,fakatus,L.
Ranunculus,ficaria,L.
Ranunculus,ficariiformis,F. Schultz
Ranunculus,ficarioides,Bory et Chaub.
Ranunculus,flabellatus,Desf.
Ranunculus,hierosolymitanus,Boiss.
Ranunculus,lateriflorus,D.C.
Ranunculus,libanoticus,Freyn
Ranunculus,lomatocarpus,Fisch et Mey.
Ranunculus,macrorrhynchup,Boiss.-
Ranunculus,marginaţus,d'Urv.
Ranunculus,millefoliatus,Vahl
Ranunculus,millefolius,Banks et Sol.
Ranunculus,muricatus,L.
Ranunculus,myosuroides,Boiss. et Ky
Ranunculus,myriophyllus,D.C.
Ranunculus,neapolitanus,Ten
Ranunculus,ophioglossifolius,Vill.
Ranunculus,orbiculatus,Boiss. et Bo.
Ranunculus,orientalis,L.
Ranunculus,oxyspermus,M. Bieb.
Ranunculus,palaestinus,Boiss.
Ranunculus,paludosus,Poir.
Ranunculus,paucistamineus,Tausch
Ranunculus,peyronii,Briquet
Ranunculus,pinardii,Boiss.
Ranunculus,rhynchocarpus,C.A. Mey.
