genus,epitet,author
Anarrhinum,orientale,Benth.
Anchusa,,L.
Anchusa,aegyptiaca,(L.) DC.
Anchusa,aggregata,Lehm.
Anchusa,azurea,Mill.
Anchusa,aucheri,A. DC.
Anchusa,barrelieri,(AH.) Vitm.
Anchusa,dinsmorei,Rech. f.
Anchusa,hispida,Forssk.
Anchusa,hybrida,Ten.
Anchusa,italica,Retz
Anchusa,milleri,Willd.
Anchusa,neglecta,A. DC.
Anchusa,orientalis,L.
Anchusa,palmyrensis,Post
Anchusa,spinocarpos,Forssk.
Anchusa,strigosa,Labili.
Anchusa,tiberiadis,Post
Anchusa,ventricosa,Sra.
Androsace,,L.
Androsace,maxima,L.
Androsace,multiscapa,Duby
Androsace,villosa,L.
Andryala,,L.
Andryala,dentata,Sibth. et Sm.
Andryala,integrifolia,L.
Anoplanthus,,Endl.
Anoplanthus,coccineus,(M. Bieb.) Walp.
Anthémis,,L.
Anthémis,aaronsohnii,Eig
Anthémis,alexandrettae,Eig
Anthémis,altissima,L.
Anthémis,amblyolepis,Eig
Anthémis,antilibanotica,Eig
Anthémis,austriaca,Jacq.
Anthémis,blancheana,Boiss.
Anthémis,bornmălleri,Stoj. et Acht.
Anthémis,breviradiata,Eig
Anthémis,cassia,Boiss.
Anthémis,chia,L.
Anthémis,clavata,Desf.
Anthémis,coelopoda,Boiss.
Anthémis,cornucopiae,Boiss.
Anthémis,corymbulosa,Boiss.
Anthémis,cota,L.
Anthémis,cotula,L.
Anthémis,eretica,L.
Anthémis,deltawensis,Eig
Anthémis,deserti-syriaci,Eig
Anthémis,didymaea,Mouterde
Anthémis,discoidea,(All.) Willd.
Anthémis,emasensis,Eig
Anthémis,halophila,Boiss. et Bal.
Anthémis,haussknechtii,Boiss. et Reut.
Anthémis,hebronica,Boiss. et Ky.
Anthémis,hermonis,Eig
Anthémis,hyalina,DC.
Anthémis,leucanthemifolia,Boiss. et Bl.
Anthémis,leucolepis,Eig
Anthémis,libanotica,DC.
Anthémis,lyonnetioides,Boiss.
Anthémis,melanolepis,Boiss. sensu Eig non Boiss.
Anthémis,melanolepis,Boiss. sensu Eig non Boiss.
Anthémis,membranacea,Labili.
Anthémis,mixta,L.
Anthémis,palestina,Reut. in Boiss. Reuter p.p. in Boiss.
Anthémis,palestina,Reut. in Boiss. Reuter p.p. in Boiss.
Anthémis,patentissima,Eig
Anthémis,pauciloba,Boiss.
Anthémis,philistea,Boiss.
Anthémis,pseudocotula,Boiss.
Anthémis,rascheyana,Boiss.
Anthémis,rotata,Boiss.
Anthémis,samuelssonii,Rech. fii.
Anthémis,scariosa,Banks et Sol.
Anthémis,secundiramea,Biv.
Anthémis,syriaca,Bornm.
Anthémis,tinctoria,L.
Anthémis,tomentosa,Gouan
Anthémis,tricomis,Eig
Anthémis,tripolitana,Boiss. et Bl.
Anthémis,tubicina,Boiss.
Anthémis,wettsteiniana,Hand.-Mazz.
Antirrhinum,,L.
Antirrhinum,aegyptiacum,L.
Antirrhinum,albifrons,Sibth. et Sm.
Antirrhinum,arvense,L.
Antirrhinum,ascalonica,Boiss. et Ky
Antirrhinum,chalepense,L.
Antirrhinum,cymbalaria,L.
Antirrhinum,clatine,L.
Antirrhinum,genistifolium,L.
Antirrhinum,majus,L.
Antirrhinum,micranthum,Cav.
Antirrhinum,minus,L.
Antirrhinum,orontium,L.
Antirrhinum,parvtflorum,Jacq.
Antirrhinum,pelisserianum,L.
Antirrhinum,spurium,L.
Antirrhinum,tortuosum,Bosc ex Chav.
Anvillea,,DC.
Anvillea,garcini,(Burm.) DC.
Apargia,,Scop.
Apargia,tuberosa,Willd.
Apocynum,,
Apocynum,venetum,L.
Arbutus,,L.
Arbutus,andrachne,L.
Arbutus,unedo,L.
Arctium,,L.
Arctium,minus,(Hill.) Bernh.
Armeria,,Willd.
Armeria,undulata,(Bory et Chaub.) Boiss.
Arnebia,,Forssk.
Arnebia,comuta,(Ledeb.) Fisch. et Mey
Arnebia,decumbens,(Vent.) Coss. et Kralik
Arnebia,linearifolia,DC.
Arnebia,tubata,(Bertol.) Sam.
Artemisia,,L.
Artemisia,annua,L.
Artemisia,arborescens,L.
Artemisia,deliliana,Besser
Artemisia,herba-alba,Asso
Artemisia,monosperma,Del.
Artemisia,scoparia,Waldst. et Kit.
Artemisia,verlotorum,Lamotte
Arthrolepis,,Boiss.
Arthrolepis,membranacea,(Labili.) Boiss.
Asclepias,,L.
Asclepias,canescens,Willd.
Asclepias,fruticosa,L.
Asclepias,procera,Willd.
Asperugo,,L.
Asperugo,procumbens,L.
Asperula,,L.
Asperula,aparine,M.Bieb.
Asperula,arvensis,L.
Asperula,azurea,Jaub. et Spach.
Asperula,bargyli,Gombault
Asperula,breviflora,Boiss.
Asperula,calabrica,L.f.
Asperula,dissitiflora,Post
Asperula,ghautensis,Post
Asperula,glareosa,Ehrendorfer
Asperula,glomerata,(Bieb.) Griseb.
Asperula,humifusa,M. Bieb.
Asperula,libanotica,Boiss.
Asperula,orientalis,Boiss. et Hoh.
Asperula,pseudolibanotica,Ehrendorfer
Asperula,rivalis,Sibth. et Sm.
Asperula,setosa,Jaub. et Spach.
Asperula,stricta,Boiss.
Aster,,L.
Aster,crispus,Forssk.
Asteriscus,,Miller
Asteriscus,aquaticus,(L.) Less.
Asteriscus,graveolens,(Forssk.) Less.
Asteriscus,lanuginosus,DC.
Asteriscus,pygmaeus,(DC.) Coss. et Dur.
Asterolinon,,Hoffmans. et Link
Asterolinon,linum-stellatum,(L.) Duby
Asyneuma,,Griseb. et Schrenk
Asyneuma,lanceolatum,(Willd.) Hand.-Mazz. alpinum Bornm.
Asyneuma,rigidum,(Willd.) Grossh.
Asyneuma,virgatum,(Labili.) Bornm.
Atractylis,,L.
Atractylis,cancellata,L.
Atractylis,carduus,(Forssk.) Christ
Atractylis,comosa,Sieb. ex Cass.
Atractylis,flava,Desf.
Atractylis,speciosa,DC.
Atropa,,L.
Atropa,belladonna,L.
Atropa,mandragora,L.
Autrania,,Winkler et Barbey
Autrania,pulchella,Winkler et Barbey
Baceharis,,L.
Baceharis,dioscoridis,L.
BallotaL.,,
BallotaL.,antilibanotica,Post
BallotaL.,damascena,Boiss.
BallotaL.,foetida,Lam.
BallotaL.,nigra,L.
BallotaL.,saxatilis,Sieb. ex J. et C. Presl
BallotaL.,semaanica,Rech.
BallotaL.,undulata,(Fresen.) Benth.
Barkhausia,,Moench
Barkhausia,aculeata,DC
Barkhausia,foetida,(L.) DC.
Barkhausia,kotschyana,Boiss.
Bartsia,,L.
Bartsia,latifolia,(L.) Sibth. et Sm.
Bartsia,trixago,L.
Bartsia,viscosa,L.
Bellardia,,Ail.
Bellardia,trixago,(L.) AH.
Bellis,,L.
Bellis,annua,L.
Bellis,perennis,L.
Bellis,sylvestris,Cyrillo
Bidens,,L.
Bidens,frondosa,L.
Bidens,pilosa,L.
Bidens,tripartita,L.
Blackstonia,,Huds.
Blackstonia,acuminata,(Koch et Ziz) Domin
Blackstonia,perfoliata,(L.) Huds.
Blackstonia,serotina,(Reichenb.) Beck
Bombycilaena,,(DC.) Smolj.
Bombycilaena,discolor,(Pers.) Lainz
Bombycilaena,erecta,(L.) Smolj.
Borago,,
Borago,macranthera,Banks et Sol.
Borago,officinalis,L.
Brunnera,,Stev.
Brunnera,orientalis,(Schenk) Johnst.
Bryonia,,L.
Bryonia,lasiocarpa,Mout.
Bryonia,multiflora,Boiss. et Heldr.
Bryonia,syriaca,Boiss.
Buglossoides,,Moench
Buglossoides,arvensis,(L.) Johnst.
Buglossoides,incrassata,(Guss.) Johnst.
Buglossoides,purpureocaerulea,(L.) Johnst.
Buglossoides,tenuiflora,(L. fil.) Johnst.
Buglossum,,Miller
Buglossum,barrelieri,AII.
Bungea,,CA. Meyer
Bungea,trifida,(Vahl) CA. Meyer
Buphthalmum,,L.
Buphthalmum,aquaticum,L.
Buphthalmum,graveolens,Forrsk.
Buphthalmum,spinosum,L.
Caccinia,,Savi
Caccinia,macranthera,(Banks et Sol.) Brand
Caccinia,russellii,Boiss.
Calamintha,,Moench
Calamintha,betulifolia,Boiss. et Bal.
Calamintha,clinopodium,Bentham
Calamintha,graveolens,(Bieb.) Benth.
Calamintha,incana,(Sibth. et Smith) Boiss.
Calamintha,menthifolia,Host
Calamintha,nepeta,(L.) Savi
Calamintha,officinalis,Moench
Calamintha,origanifolia,(Labili.) Boiss.
Calamintha,purpurascens,Pers.
Calamintha,rotundifolia,(Pers.) Benth. Host
Calamintha,rotundifolia,(Pers.) Benth. Host
Calamintha,vulgaris,(L.) Halàcsy
Calendula,,L.
Calendula,aegyptiaca,Pers.
Calendula,arvensis,L.
Calendula,bicolor,Rafin.
Calendula,micrantha,Boiss.
Calendula,no'iana,Boiss.
Calendula,officinalis,L.
Calendula,palaestina,Boiss.
Calendula,persica,CA. Meyer
Calendula,sinuata,Boiss. et Gaill.
Calendula,tripterocarpa,Rupr.
Calhpeltis,,Stev.
Calhpeltis,aperta,Boiss.
Calhpeltis,cucullaris,(L.) Rothm.
Calhpeltis,factorovskyi,(Eig) Ehrendorfer
Calotropis,,R. Br.
Calotropis,procera,(Willd.) R. Br.
Calystegia,,R. Br.
Calystegia,sepium,(L.) R. Br.
Calystegia,silvatica,(Kit.) Griseb.
Calystegia,sylvestris,(Willd.) Roem. et Schult.
Campanula,,L.
Campanula,athoa,Boiss. et Heldr.
Campanula,camptoclada,Boiss.
Campanula,cecilii,Rech. fil. et Schiman-Czeika
Campanula,cymbalaria,Sm. in Sibth. et Sm.
Campanula,damascena,Labili.
Campanula,erinus,L.
Campanula,euclasta,Boiss.
Campanula,fastigiata,Léon Dufour in A. DC.
Campanula,flaccidula,Vatke
Campanula,hierosolymitana,Boiss.
Campanula,hispidissima,Hochst.
Campanula,kotschyana,"A., DC."
Campanula,libanotica,A. DC.
Campanula,pentagonia,L.
Campanula,peregrina,L.
Campanula,pestalozzae,Boiss.
Campanula,phrygia,Jaub. et Spach
Campanula,propinqua,Fisch et Mey.
Campanula,rapunculus,L.
Campanula,retrorsa,Labili.
Campanula,reuteriana,Boiss. et Bal. Boiss. et Bal. p.p.
Campanula,reuteriana,Boiss. et Bal. Boiss. et Bal. p.p.
Campanula,rigida,(Willd.) Boiss.
Campanula,russeliana,Roemer et Schultes
Campanula,sidoniensis,Boiss. et Bl.
Campanula,singarensis,Boiss. et Haussk.
Campanula,speculum-veneris,L.
Campanula,stellaris,Boiss.
Campanula,stricta,L.
Campanula,strigosa,Banks et Sol.
Campanula,sulphurea,Boiss.
Campanula,trachelium,L.
Campanula,trichopoda,Boiss.
Campanula,tubulosa,(Boiss.) Engler
Campanula,virgata,Labili.
Carbenia,,Adans.
Carbenia,benedicta,(L.) Adans.
Cardopatium,,Juss.
Cardopatium,corymbosum,(L.) Pers.
Carduncellus,,Adans.
Carduncellus,caeruleus,(L.) C. Presl
Carduus,,L.
Carduus,acarna,L.
Carduus,acicularis,Bertol.
Carduus,arabicus,Jacq. ex Murray
Carduus,argentatus,L.
Carduus,diacantha,Labili.
Carduus,getulus,Pomel
Carduus,lanceolatus,L.
Carduus,lappaceus,Bieb.
Carduus,leucographus,L.
Carduus,marianus,L.
Carduus,nutans,L. s.l.
Carduus,pycnocephalus,L.
Carduus,syriacus,L.
Carduus,thoermeri,Weinm.
Carduus,tinctorius,(L.) Falk
Carduus,vulgaris,Savi
Carlina,,L.
Carlina,corymbosa,L.
Carlina,curetum,Heldr. ex Hal.
Carlina,hispanica,Lam.
Carlina,involucrata,Poiret
Carlina,kurdica,Meusel et Kâstner
Carlina,lanata,L.
Carlina,libanotica,Boiss.
Carlina,oligocephala,Boiss. et Kotschy
Carthamus,,L.
Carthamus,armenus,Willd.
Carthamus,caeruleus,L.
Carthamus,corymbosus,(L.) L.
Carthamus,dentatus,Vahl
Carthamus,flavescens,auct. non Willd. Willd.
Carthamus,flavescens,auct. non Willd. Willd.
Carthamus,glaucus,M. Bieb.
Carthamus,nitidus,Boiss.
Carthamus,oxyacanthus,M. Bieb.
Carthamus,persicus,Willd.
Carthamus,tenuis,(Boiss. et Bl.) Bornm.
Carthamus,tinctorius,L.
Catananche,,L.
Catananche,lutea,L.
Celsia,,L.
Celsia,agrimoniaefolia,C. Koch
Celsia,alpina,Boiss. et Ky
Celsia,aureiformis,Murb.
Celsia,glandulifera,Post
Celsia,glandulosa,Bouché
Celsia,heterophylla,Desf.
Celsia,horizontalis,auct. non Moench
Celsia,joannis,Bordz.
Celsia,lanceolata,Vent.
Celsia,layardii,Bail ex Turrill
Celsia,orientalis,L.
Celsia,pinetorum,Boiss.
Centaurea,,L.
Centaurea,ainetensis,Boiss.
Centaurea,alata,Lam.
Centaurea,ammocyanus,Boiss.
Centaurea,araneosa,Boiss.
Centaurea,arifolia,Boiss.
Centaurea,axillaris,Willd.
Centaurea,babylonica,(L.) L.
Centaurea,balsamita,Lam.
Centaurea,balsamitoides,Post
Centaurea,behen,L.
Centaurea,blancheana,Mouterde
Centaurea,bruguieriana,(DC.) Hand.-Mazz.
Centaurea,carduiformis,DC.
Centaurea,cassia,Boiss.
Centaurea,cerinthifolia,Sm. in Sibth. ex Boiss.
Centaurea,cheiracantha,Fenzl ex Boiss.
Centaurea,cheirolopha,(Fenzl) Wagenitz
Centaurea,coronopifolia,Lam.
Centaurea,crocodylioides,Boiss.
Centaurea,crocodylium,L.
Centaurea,crupinastrum,Moris
Centaurea,cyanoides,Berg et Wahlenb.
Centaurea,cyanus,L.
Centaurea,damascena,Boiss.
Centaurea,delbesiana,Arènes
Centaurea,depressa,M. Bieb
Centaurea,drabifolia,Sibth. et Sm.
Centaurea,dumulosa,Boiss.
Centaurea,eryngioides,Lam.
Centaurea,gentyi,Thiéb.
Centaurea,handelii,Wagenitz
Centaurea,hermonis,Boiss.
Centaurea,heterocarpa,Boiss. et Gaill. ex Boiss.
Centaurea,hololeuca,Boiss.
Centaurea,hyalolepis,Boiss.
Centaurea,iberica,Trev. ex Sprengel
Centaurea,jacea,L.
Centaurea,laxa,Boiss. et Hausskn. in Boiss.
Centaurea,leptocephala,Boiss.
Centaurea,longispina,(Post) Wagenitz
Centaurea,meryonis,DC.
Centaurea,mesopotamica,Bornm.
Centaurea,microcnicus,Reese et Sam. in Rech. fil.
Centaurea,mouterdei,Wagenitz
Centaurea,myriocephala,Schultz Bip. ex Boiss.
Centaurea,obtusifolia,(Boiss. et Hausskn.)
Centaurea,onopordifolia,Boiss.
Centaurea,pallescens,Delile
Centaurea,pergamacea,DC.
Centaurea,phyllocephala,Boiss.
Centaurea,postii,Boiss.
Centaurea,procurrens,Sieb. ex Sprengel
Centaurea,pseudosinaica,Mouterde non Czerep.
Centaurea,ptosimoppapa,Hayek
Centaurea,pulchella,auct. fl. or. non Ledeb.
Centaurea,pygmaea,(DC.) Benth. in Benth. et
Centaurea,reducta,Wagenitz
Centaurea,regia,Boiss.
Centaurea,rigida,Banks et Sol.
Centaurea,schizophylla,Nâbëlek
Centaurea,simulans,Wagenitz
Centaurea,sinaica,DC.
Centaurea,solstitialis,L.
Centaurea,speciosa,Boiss.
Centaurea,spicata,Boiss.
Centaurea,squarrosa,Willd. non Roth.
Centaurea,stramenticia,Hand.-Mazz.
Centaurea,thrinciifolia,DC.
Centaurea,trachonitica,Post
Centaurea,triumfettii,AU.
Centaurea,urvillei,DC.
Centaurea,variegata,Lam.
Centaurea,verutum,L.
Centaurea,virgata,Lam.
Centaurium,,Hill
Centaurium,erythraea,Rafin.
Centaurium,maritimum,L.
Centaurium,minus,auct.
Centaurium,pulchellum,(Sw.) Druce
Centaurium,ramosissimum,(Vill.) Druce
Centaurium,spicatum,(L.) Fritsch
Centaurium,tenuiflorum,(Hoffmanns et Link)
Centaurium,umbellatum,auct.
Centauserratula,,Arènes
Centauserratula,x.,mouterdei Arènes
Centranthus,,DC.
Centranthus,longinorus,Stev.
Centranthus,ruber,(L.> DC.
Cephalaria,,Schrader
Cephalaria,amana,Rech. fil.
Cephalaria,cedrorum,Mouterde
Cephalaria,dipsacoides,Boiss. et Bal.
Cephalaria,joppensis,(Reichenb.) Coult.
Cephalaria,joppica,(Spreng.) Bég.
Cephalaria,kesruanica,Mouterde
Cephalaria,pilosa,sensu Thiéb. non Boiss. et Huet
Cephalaria,setosa,Boiss. et Hohen.
Cephalaria,stellipilis,Boiss.
Cephalaria,syriaca,(L.) Schrader
Cephalorrhynchus,,Boiss.
Cephalorrhynchus,candolleanus,Boiss.
Cephalorrhynchus,kotschyi,Boiss. et Reuter
Cephalorrhynchus,tuberosus,(Stev.) Schchian
Cerinthe,,L.
Cerinthe,major,L.
Cerinthe,minor,L.
Cerinthe,orientalis,L.
Cerinthe,palaestina,Eig et Sam.
Chaenorrhinum,,(DC.) Reichenb.
Chaenorrhinum,minus,(L.) Lange
Chamaemelum,,Miller
Chamaemelum,auriadatutn,Boiss.
Chamaemelum,discoideum,AH.
Chamaemelum,grandiflorum,Boiss. et Hausskn. in Boiss.
Chamaemelum,microcephalum,Boiss.
Chamaemelum,mixtum,(L.) AH.
Chamaemelum,oreades,(Boiss.) Boiss.
Chamaemelum,praecox,(Bieb.) Schultz Bip.
Chamaemelum,sannineum,Thiéb.
Chamaepeuce,,DC.
Chamaepeuce,alpini,Jaub. et Spach
Chamaepeuce,diacantha,(Labili.) DC.
Chamaepeuce,mutica,DC.
Chamaepeuce,polycephala,DC.
Chamomilla,,S.F.Gray
Chamomilla,officinalis,L.
Chardinia,,Desf.
Chardinia,orientalis,(L.) O. Kuntze
Chardinia,xeranthemoides,Desf.
Chartolepi,,Cass.
Chartolepi,cheiroloi,'ha Fenzl
Cheirolepis,,Boiss.
Cheirolepis,libanotii,Boiss.
Chlora,,Adans.
Chlora,perfoliata,(L.) L.
Chlora,serotina,Reichenb.
Chondrilla,,L.
Chondrilla,juncea,L.
Chondrilla,nudicaulis,L.
Chrysanthemum,,L.
Chrysanthemum,cassium,(Boiss.) Nâb.
Chrysanthemum,cilicium,(Boiss.) Bornm.
Chrysanthemum,coronarium,L.
Chrysanthemum,densum,(Labili.) Steud.
Chrysanthemum,myconis,L.
Chrysanthemum,parthenium,(L.) Bernh.
Chrysanthemum,segetum,L.
Chrysocoma,,L.
Chrysocoma,spicata,Forssk.
Cicendia,,Adans.
Cicendia,filiformis,(L.) Delarbre
Cicerbita,,Wallr.
Cicerbita,candolleana,(Boiss.) Beauv.
Cicerbita,mulgedioides,(Schultz Bip. ex Vis. et
Cichorium,,L.
Cichorium,divaricatum,Schousboe
Cichorium,glandulosum,Boiss. et Huet
Cichorium,intybus,L.
Cichorium,pumilum,Jacq.
Cionura,,Griseb.
Cionura,erecta,(L.) Griseb.
Cirsium,,Miller
Cirsium,acama,(L.) Moench
Cirsium,amani,Post
Cirsium,chamaepeuce,(L.) Ten.
Cirsium,creticum,(Lam.) d'Urv.
Cirsium,diacantha,(Labili.) Fischer
Cirsium,lanceolatum,(L.) Scop.
Cirsium,lappaceum,(Bieb.) Fischer
Cirsium,libanoticum,DC.
Cirsium,phyllocephalum,Boiss. et Bl. in Boiss.
Cirsium,pseudogaillardotii,Arènes
Cirsium,siculum,Sprengel
Cirsium,syriacum,(L.) Gaertn.
Cirsium,vulgare,(Savi) Tenore
Cistanche,,Hoffmannsegg et Link
Cistanche,phelipaea,(L.) Coutinho
Cistanche,salsa,(C.A. Meyer) Beck
Cistanche,tincţoria,(Forssk.) Beck
Cistanche,tubulosa,(Schenk) R. Wight
Citrullus,,Schrader ex Eyck. et Zeyh.
Citrullus,colocynthis,(L.) Schrader
Clinopodium,,L.
Clinopodium,origanifolium,Labili.
Clinopodium,vulgare,L.
Cnicus,,L.
Cnicus,benedictus,L.
Coleostephus,,Cass.
Coleostephus,myconis,(L.) Cass.
Colsmannia,,Lehm.
Colsmannia,flava,Lehm.
Convolvulus,,L.
Convolvulus,acanthocladus,Boiss.
Convolvulus,althaeoides,L.
Convolvulus,argyraeus,DC.
Convolvulus,arvensis,L.
Convolvulus,betonicifolius,Mill.
Convolvulus,cantabrica,L.
Convolvulus,cassius,Sam. ex Rech.
Convolvulus,coelesyriacus,Boiss.
Convolvulus,damascenus,Boiss. et Gaill.
Convolvulus,dorycnium,L.
Convolvulus,elegantissimus,Mill.
Convolvulus,euphraticus,Bornm.
Convolvulus,galaticus,Rostan ex Choisy
Convolvulus,hamrinensis,Rech.
Convolvulus,hirsutus,Stev. ex Bieb.
Convolvulus,humilis,Jacq.
Convolvulus,libanoticus,Boiss.
Convolvulus,lineatus,L.
Convolvulus,littoralis,L.
Convolvulus,pentapetaloides,L.
Convolvulus,pilosellifolius,Desr.
Convolvulus,reticulatus,Choisy
Convolvulus,scammonia,L.
Convolvulus,secundus,Desr.
Convolvulus,siculus,L.
Convolvulus,silvaticus,Kit.
Convolvulus,stachydifolius,Choisy
Convolvulus,stenophyllus,Boiss.
Convolvulus,stoloniferus,Cyr.
Convolvulus,sylvestris,Willd.
Convolvulus,tenuissimus,Sm.
Convolvulus,tricolor,L.
Conyza,,Less.
Conyza,ambigua,DC.
Conyza,dioscoridis,(L.) Desf.
Conyza,naudinii,Bonnet
Conyza,rupestris,L.
CordiaL.,,
CordiaL.,myxa,L.
Coridothymus,,Reichb.
Coridothymus,capitatus,(L.) Reichb.
Cota,,J. Gay
Cota,altissima,L.
Cotula,,L.
Cotula,aurea,L.
Cousinia,,Cass.
Cousinia,aintabensis,Boiss. et Hausskn. in Boiss.
Cousinia,aleppica,Boiss.
Cousinia,chaborasica,Bornm. et Hand.-Mazz.
Cousinia,dayi,Post
Cousinia,drusorum,Bornm. et Sam.
Cousinia,hermonis,Boiss.
Cousinia,pestalozzae,Boiss.
Cousinia,postiana,Winkler
Cousinia,ramosissima,DC.
Cousinia,stenocephala,Boiss.
Cousinia,wesheni,Post
Crépis,,L.
Crépis,aculeata,(DC.) Boiss.
Crépis,alpina,L.
Crépis,arabica,(Boiss. et Reut.) Boiss.
Crépis,aspera,L.
Crépis,barbata,L.
Crépis,bulbosa,(L.) Tausch
Crépis,bureniana,Boiss.
Crépis,foetida,L.
Crépis,hierosolymitana,Boiss.
Crépis,insignis,Babcock
Crépis,kotschyana,Boiss.
Crépis,libanotica,Thiéb.
Crépis,micrantha,Czer.
Crépis,palaestina,(Boiss.) Bornm.
Crépis,parviflora,Desf. ex Pers. non Moench
Crépis,pterothecoides,Boiss.
Crépis,pulchra,L.
Crépis,reuteriana,Boiss.
Crépis,robertioides,Boiss.
Crépis,sancta,(L.) Babcock
Crépis,senecioides,Del.
Crépis,syriaca,(Bornm.) Babcock et Nav.
Crépis,virgata,Desf.
Crépis,zacyntha,(L.) Babcock
Cressa,,L.
Cressa,eretica,L.
Crucianella,,L.
Crucianella,capitata,Labili.
Crucianella,ciliata,Lam.
Crucianella,exasperata,Fisch. et Mey.
Crucianella,glomerata,M.Bieb.
Crucianella,herbacea,Forssk.
Crucianella,imbricata,Boiss.
Crucianella,latifolia,L.
Crucianella,macrostachya,Boiss.
Crucianella,maritima,L.
Crucianella,membranacea,Boiss.
Crucianella,syriaca,Boiss.
Cruciata,,Mill.
Cruciata,articulata,(L.) Ehrendorfer
Cruciata,coronata,(Sibth. et Sm.) Ehrendorfer
Cruciata,pedemontana,(Bell.) Ehrendorfer
Crupina,,(Pers.) DC.
Crupina,crupinastrum,(Moris) Vis.
Crupina,vulgaris,(L.) Cass.
Cucumis,,L.
Cucumis,prophetarum,L.
Cuscuta,,L.
Cuscuta,approximata,Bab.
Cuscuta,arabica,Fres.
Cuscuta,babylonica,Auch. ex Choisy
Cuscuta,balansae,Boiss. et Reut. ex Yuncker
Cuscuta,brevistyla,A.Braun. ex A. Rich.
Cuscuta,campestris,Yuncker
Cuscuta,elegans,Boiss. et Bal.
Cuscuta,epilinum,Weihe
Cuscuta,epithymum,(L.) L.
Cuscuta,europaea,L.
Cuscuta,globularis,Bertol.
Cuscuta,globulosa,Boiss. et Reut.
Cuscuta,kotschyana,Boiss.
Cuscuta,monogyna,Vahl
Cuscuta,palaestina,Boiss.
Cuscuta,pedicellata,Ledeb.
Cuscuta,planiflora,Ten.
Cuscuta,schiraziana,(Boiss.) Yuncker
Cyclamen,,L.
Cyclamen,coum,Mill.
Cyclamen,latifolium,Sm.
Cyclamen,libanoticum,Hildebr.
Cyclamen,persicum,Mill.
Cymbolaena,,Smolj.
Cymbolaena,griffithii,(A.Gray) Wagenitz
Cymboseris,,Boiss.
Cymboseris,palaestina,Boiss.
Cynanchum,,L.
Cynanchum,acutum,L.
Cynanchum,canescens,(Willd.) K. Schum.
Cynanchum,erectum,L.
Cynara,,L.
