genus,epitet,author
Cynara,auranitica,Post
Cynara,pusilla,"Labili,"
Cynara,syriaca,Boiss.
Cynoglossum,,L.
Cynoglossum,creticum,Mill.
Cynoglossum,lithospermifolium,Lam.
Cynoglossum,myosotoides,Labili.
Cynoglossum,nebrodense,Guss.
Cynoglossum,pictum,Ait.
Cynoglossum,stamineum,Desf.
Datura,,L.
Datura,metel,L.
Datura,stramonium,L.
Daumalia,,Arènes
Daumalia,spinulosa,J. Arènes
Digitalis,,L.
Digitalis,ferruginea,L.
Diotis,,Desf.
Diotis,candidissimus,Desf.
Diotis,maritima,(L.) Sm.
Dipsacus,,
Dipsacus,fullonum,L. Miller non L.
Dipsacus,fullonum,L. Miller non L.
Dipsacus,laciniatus,L.
Dipsacus,sativus,(L.) Honckeny
Dipsacus,sylvestris,Hudson
Dipterocome,,Fisch. et Mey.
Dipterocome,pusilla,Fisch. et Mey.
Dittrichia,,W. Greuter
Dittrichia,graveolens,(L.) Greuter
Dittrichia,viscosa,(L.) Greuter
Doronicum,,L.
Doronicum,caucasicum,Bieb.
Doronicum,orientale,Hoffm.
Dracocephalum,,L.
Dracocephalum,ibericum,Bieb.
Dracocephalum,royleanum,Benth. in Wallich
Dufresnia,,DC.
Dufresnia,leiocarpa,C. Koch
Dufresnia,orientalis,DC.
Ecballium,,
Ecballium,elaterium,(L.) A. Rich.
Echinops,,L.
Echinops,adenocaulos,Boiss.
Echinops,blancheanus,Boiss.
Echinops,corymbosus,(L.) Pers.
Echinops,descendens,Hand.-Mazz.
Echinops,gaillardotii,Boiss.
Echinops,polyceras,Boiss.
Echinops,viscosus,DC.
Echinospermum,,Sw.
Echinospermum,barbatum,(Bieb.) Lehm.
Echinospermum,cariense,Boiss.
Echinospermum,oligacanthum,Boiss. non Ledeb.
Echinospermum,sessiliflorum,Boiss.
Echinospermum,spinocarpos,(Forrsk.) Boiss.
Echinospermum,szovitsianum,Fisch. et Mey.
Echiochilon,,Desf.
Echiochilon,fruticosum,Desf.
Echium,,L.
Echium,altissimum,Jacq.
Echium,angustifolium,Mill.
Echium,calycinum,Viv.
Echium,diffusum,Sm.
Echium,elegans,Lehm.
Echium,glomeratum,Poir.
Echium,italicum,L.
Echium,judaeum,Lacaita
Echium,longiflorum,Bertol.
Echium,pabotii,Moût.
Echium,parviflorum,Moench
Echium,plantagineum,L.
Echium,setosum,Vahl
Eclipta,,L.
Eclipta,marginala,Hochst. et Steud. ex Boiss.
Eclipta,prostrata,(L.) L.
Endoptera,,DC.
Endoptera,aspera,(L.) DC.
Endoptera,intermedia,Boiss.
Eremostachys,,Bunge
Eremostachys,laciniata,(L.) Bunge
Eremostachys,macrophylla,Montb. et Auch.
Erica,,L.
Erica,manipuliflora,Salisb.
Erica,sicula,Guss.
Erica,verticillata,Forssk. non Berg.
Engeron,,
Engeron,alpinum,Boiss. et Auch. non L.
Engeron,aucheri,Boiss. p.p.
Engeron,bonariensis,L.
Engeron,canadense,L.
Engeron,crispus,Pourr.
Engeron,graveolens,L.
Engeron,inuloides,Poir.
Engeron,libanoticus,Vierh.
Engeron,linifolius,Willd.
Engeron,naudinii,(Bonnet) Humbert
Engeron,viscosum,(L.) Aiton
Erythraea,,Borkh.
Erythraea,centaurium,auct.
Erythraea,latifolia,auct.
Erythraea,maritima,(L.) Pers.
Erythraea,pulchella,(Sw.) Fries
Erythraea,ramosissima,(Vili.) Pers.
Erythraea,sanguinea,Mab.
Erythraea,spicata,(L.) Pers.
Erythraea,tenuiflora,"Hoffmanns, et Link"
Eufragia,,Griseb.
Eufragia,latifolia,(L.) Griseb.
Eufragia,viscosa,(L.) Benth.
Eupatorium,,L.
Eupatorium,adenophorum,Sprengel
Eupatorium,cannabinum,L.
Eupatorium,syriacum,Jacq.
Euphrasia,,L.
Euphrasia,latifolia,L.
Euphrasia,lutea,L.
Evax,,Gaertn.
Evax,anatolica,Boiss. et Heldr.
Evax,contracta,Boiss.
Evax,eriosphaera,Boiss. et Heldr.
Evax,palaestina,(Boiss.) Chrtek et Holub
Evax,pygmaea,(L.) Brotero
Fedia,,Gaertn.
Fedia,lasiocarpa,Stev.
Fedia,morisonii,Spreng.
Fedia,muricata,Stev. in Roem. et Sch.
Fedia,orientalis,Schlecht.
Fedia,tridentata,Stev.
Fedia,truncata,(Reichenb.) Betcke
Filago,,L.
Filago,anatolica,(Boiss. et Heldr.) Chrtek et
Filago,arvensis,L.
Filago,contracta,(Boiss.) Chrtek et Holub
Filago,desertorum,Pomel
Filago,eriocephala,Gusş.
Filago,eriosphaera,(Boiss. et Heldr.) Chrtek et
Filago,gallica,L.
Filago,germanica,L.
Filago,lagopus,(Willd.) Pari.
Filago,maritima,L.
Filago,palaestina,(Boiss.) Chrtek et Holub
Filago,pygmaea,L.
Filago,pyramidata,L.
Filago,spathulata,C. Presl
Fontanesia,,Labili.
Fontanesia,phillyreoides,Labili.
Francoeuria,,Cass.
Francoeuria,crispa,(Forsk.) Cass.
Francoeuria,undulata,(L.) Lack
Fraxinus,,L.
Fraxinus,excelsior,L.
Fraxinus,ornus,L.
Fraxinus,syriaca,Boiss.
Galium,,L.
Galium,atnani,Ky
Galium,aparine,L.
Galium,articulation,(L.) Roem. et Sch.
Galium,aureum,Vis. p.p. Vis.
Galium,aureum,Vis. p.p. Vis.
Galium,bassitense,Thiéb.
Galium,beilanense,Ky.
Galium,bracteatum,Boiss.
Galium,canum,Requien
Galium,cappadocicum,Boiss.
Galium,cassium,Boiss.
Galium,ceratopodum,Boiss.
Galium,chaetopodum,Rech.
Galium,constrictum,Schaub.
Galium,coronatum,Sibth. et Sm.
Galium,divaricatum,Lam.
Galium,ehrenbergii,Boiss.
Galium,erectum,auct. non Hudson
Galium,firmum,auct. non Tausch
Galium,hierosolymitanum,L.
Galium,humifusum,M. Bieb.
Galium,incanum,Sibth. et Sm.
Galium,judaicum,Boiss.
Galium,jungermannioides,Boiss.
Galium,libanoticum,Ehrendorfer
Galium,melanantherum,Boiss.
Galium,murale,(L.) AU.
Galium,musciforme,Boiss.
Galium,nigricans,Boiss.
Galium,orientale,Boiss.
Galium,palustre,L. s.l.
Galium,parisiense,L.
Galium,pedemontanum,(Bell.) AH.
Galium,peplidifolium,Boiss.
Galium,pestalozzae,Boiss.
Galium,persicum,DC.
Galium,pisiferum,Boiss.
Galium,prusense,C. Koch
Galium,rivalis,(Sibth. et Sm.) Griseb.
Galium,saccharatum,AU.
Galium,samuelssonii,Ehrendorfer
Galium,scabrifolium,(Boiss.) Hausskn.
Galium,schlumbergeri,Boiss.
Galium,setaceum,Lam.
Galium,spurium,L.
Galium,syriacum,Boiss.
Galium,tenuissimum,M. Bieb.
Galium,thiebautii,Ehrendorfer canum
Galium,thiebautii,Ehrendorfer canum
Galium,thiebautii,Requien
Galium,tricorne,Stokes in With.
Galium,tricornutum,Dandy
Galium,verrucosum,Hudson
Galium,verticillatum,Danth.
Galium,verum,L.
Galium,wirtgeni,F. Schultz
Garhadiolus,,Jaub. et Spach
Garhadiolus,,Spach
Garhadiolus,hamosus,Boiss. et Hausskn.
Garhadiolus,hamosus,Spach
Garhadiolus,hedypnois,(Fisch. et C.A. Meyer) Jaub.
Garhadiolus,hedypnois,Spach
Garhadiolus,et,Spach
Garhadiolus,papposus,Boiss. et Buhse
Garhadiolus,papposus,Spach
Gastrocotyle,,(Bunge) Benth. et Hook.
Gastrocotyle,hispida,(Forssk.) C.B. Clarke
Gentiana,,L.
Gentiana,filiformis,L.
Gentiana,maritima,L.
Gentiana,olivieri,Griseb.
Gentiana,perfoliata,L.
Gentiana,pulchella,Sw.
Gentiana,ramosissima,Vill.
Gentiana,spicata,L.
Geropogon,,
Geropogon,glabrum,L.
Geropogon,hirsutum,L.
Geropogon,hybridus,(L.) Schultz Bip.
Globularia,,L.
Globularia,trichosantha,Fisch. et Mey.
Gnaphalium,,
Gnaphalium,barrelieri,Ten.
Gnaphalium,leyseroides,Desf.
Gnaphalium,luteo-album,L.
Gnaphalium,muscoides,Desf.
Gnaphalium,pallasii,Sprengel
Gnaphalium,sanguineum,L.
Gnaphalium,stoechas,auct. non L.
Gnaphalium,siculum,Sprengel
Gnaphalium,uliginosum,L.
Gomphocarpus,,R. Br.
Gomphocarpus,fruticosus,(L.) Ait. fil.
Goniolimon,,Boiss.
Goniolimon,collinum,(Griseb.) Boiss.
Guizotia,,Cass.
Guizotia,abyssinica,(L.fil.) Cass.
Gundelia,,L.
Gundelia,tournefortii,L.
Gymnarrhena,,Desf.
Gymnarrhena,micrantha,Desf.
Hagioseris,,Boiss.
Hagioseris,amalecitana,Boiss.
Hagioseris,galilea,Boiss.
Haradjania,,K.H. Rech.
Haradjania,thiebauti,(Genty) Rech. fil.
Hedypnois,,Schreber
Hedypnois,eretica,(L.) Dum.-Cours.
Hedypnois,monspeliensis,Willd.
Hedypnois,rhagadioloides,(L.) F.W. Schmidt
Hedypnois,tubiformis,Ten.
Helichrysum,,Mill.
Helichrysum,anatolicum,Boiss.
Helichrysum,arenarium,(L.) Moench
Helichrysum,armenium,DC.
Helichrysum,aucheri,Boiss.
Helichrysum,billardieri,Boiss.
Helichrysum,callichrysum,DC.
Helichrysum,conglobatum,(Viv.) Steudel
Helichrysum,mouterdei,Arènes
Helichrysum,pallasii,(Sprengel) Ledeb.
Helichrysum,plicatum,DC.
Helichrysum,pygmaeum,Post
Helichrysum,sanguineum,(L.) Kostel
Helichrysum,siculum,(Sprengel) Boiss.
Helichrysum,stoechas,(L.) Moench
Helichrysum,virgineum,DC.
Heliotropium,,L.
Heliotropium,aleppicum,Boiss.
Heliotropium,bovei,Boiss.
Heliotropium,dolosum,De Not.
Heliotropium,Eichwaldii,auct.
Heliotropium,grandiflorum,Auch. ex DC. non Donn nec
Heliotropium,greuteri,Riedl
Heliotropium,hirsutissimum,Grauer
Heliotropium,lasiocarpum,Fisch. et Mey.
Heliotropium,macrocarpum,Guss.
Heliotropium,myosotoides,Banks et Sol.
Heliotropium,persicum,sensu Boiss. non Lam.
Heliotropium,ramosissimum,(Lehm.) DC.
Heliotropium,rotundifolium,Sieb. ex Lehm.
Heliotropium,schweinfurthii,Boiss.
Heliotropium,supinum,L.
Heliotropium,tenuiflorum,auct.
Heliotropium,undulatum,auct.
Heliotropium,villosum,Willd.
Helminthia,,Juss.
Helminthia,echioides,(L.) Gaertn.
Heterocaryum,,A. DC.
Heterocaryum,oligacanthum,Bornm.
Heterocaryum,pachypodum,A. DC.
Heterocaryum,subsessile,Vatke
Heterocaryum,szovitsianum,(Fisch. et Mey.) A. DC.
Hieracium,,L.
Hieracium,aurieuhides,A.F. Lang
Hieracium,autranii,Post
Hieracium,barbeyi,Post
Hieracium,bauhinii,Besser
Hieracium,kneissaeum,Mouterde
Hieracium,libanoticum,Thiéb. non Boiss. et Bl.
Hieracium,palhdum,Biv.
Hieracium,procerum,Fries
Hieracium,sanctum,L.
Hieracium,schmidtii,agg.
Hieracium,sprengerianum,auct. non L.
Hieracium,strigulosum,Post
Hormuzakia,,Guşul.
Hormuzakia,aggregata,(Lehm.) Guşul.
Hyoscyamus,,L.
Hyoscyamus,aureus,L'.
Hyoscyamus,desertorum,(Asch.) Tăck.
Hyoscyamus,muticus,L.
Hyoscyamus,niger,L.
Hyoscyamus,pusillus,L.
Hyoscyamus,reticulatus,L.
Hyoseris,,L.
Hyoseris,eretica,L.
Hyoseris,rhagadioloides,L.
Hyoseris,scabra,L.
Hypochoeris,,L.
Hypochoeris,aethnensis,(L.) Benth. et Hook.
Hypochoeris,glabra,L.
Ifloga,,Gass.
Ifloga,spicata,(Forssk.) Schultz Bip.
Inula,,L.
Inula,arabica,L.
Inula,conyza,DC.
Inula,crithmoides,L.
Inula,divaricata,(Cass.) Boiss.
Inula,dysenterica,L.
Inula,graveolens,(L.) Desf.
Inula,heterolepis,Boiss.
Inula,salicina,L.
Inula,undulata,L.
Inula,viscosa,(L.) Aiton
Inula,vulgaris,(Lam.) Trevisan
Ipomoea,,L.
Ipomoea,littoralis,(L.) Boiss. non Blume
Ipomoea,palmata,Forssk.
Ipomoea,sagittata,Poir.
Ipomoea,stolonifera,(Cyr.) J.F. Gmel.
Jasminum,,
Jasminum,fruticans,L.
Jurinea,,Cass.
Jurinea,mesopotamica,Hand.-Mazz.
Jurinea,staehelinae,(DC.) Boiss.
Jurinea,thiebauti,Genty
Kentropkyllum,,Necker
Kentropkyllum,aureum,Boiss.
Kentropkyllum,foliosum,Boiss.
Kentropkyllum,glaucum,Tausch
Kentropkyllum,syriacum,Boiss.
Kentropkyllum,tenue,Boiss. et Bl. in Boiss.
Kickxia,,Dumort.
Kickxia,aegyptiaca,(L.) Nàbëlek
Kickxia,commutata,(Bernh.) Fritsch
Kickxia,elatine,(L.) Dumort.
Kickxia,gombaultii,(Thiéb.) Mouterde
Kickxia,lanigera,(Desf.) Hand.-Mazz.
Kickxia,sieberi,(Reichenb.) Dôrfl.
Kickxia,spuria,(L.) Dumort.
Knautia,,L.
Knautia,bidens,(Sibth. et Sm.) Boiss.
Knautia,hybrida,(AU.) Coulter
Knautia,integrifolia,(L.) Bert.
Knautia,plumosa,L.
Koelpinia,,Pallas
Koelpinia,linearis,Pallas
Lactuca,,
Lactuca,aculeata,Boiss. et Kotschy
Lactuca,eretica,Desf.
Lactuca,hispida,DC.
Lactuca,orientalis,(Boiss.) Boiss.
Lactuca,saligna,L.
Lactuca,scariola,L.
Lactuca,serriola,L.
Lactuca,seticuspis,Boiss.
Lactuca,triquetra,(Labili.) Benth. et Hook.
Lactuca,tuberosa,Jacq.
Lactuca,undulata,Ledeb.
Lactuca,viminea,(L.) J. et C. Presl
Lagoseris,,M. Bieb.
Lagoseris,orientalis,(Boiss.) Boiss.
Lallemantia,,Fisch. et Mey.
Lallemantia,iberica,(Bieb.) Fisch. et Mey.
Lallemantia,royleana,Benth. in DC.
Lamium,,L.
Lamium,aleppicum,Boiss. et Hausskn.
Lamium,amplexicaule,L.
Lamium,ehrenbergii,Boiss. et Reut.
Lamium,macrodon,Boiss. et Huet
Lamium,moschatum,Mill.
Lamium,purpureum,L.
Lamium,reniforme,Montb. et Auch.
Lamium,striatum,Sibth. et Sm.
Lamium,truncatum,Boiss.
Lamium,veronicifolium,Benth.
Lappa,,Scop.
Lappa,minor,Hill
Lappula,,Gilib.
Lappula,barbata,(Bieb.) Gûrke
Lappula,sessiliflora,(Boiss.) Giirke
Lappula,sinaica,(DC.) Asch. et Schweinf.
Lappula,spinocarpos,(Forssk.) Asch. ex O.
Lapsana,,L.
Lapsana,communis,L.
Lapsana,koelpinia,L.
Lapsana,peduncularis,Boiss.
Lapsana,ramosissima,Boiss.
Lapsana,stellata,L.
Lapsana,zacyntha,L.
Lasiopogon,,Desf.
Lasiopogon,muscoides,(Desf.) DC.
Launaea,,Cass.
Launaea,nudicaulis,(L.) Hook. f.
Launaea,tenuiloba,(Boiss.) O. Kuntze
Laurentia,,Adanson
Laurentia,gasparrinii,(Tineo) Strobl
Laurentia,michelii,A. DC.
Laurentia,minuta,(L.) DC.
Laurentia,tenella,(Biv.) DC.
Lavandula,,L.
Lavandula,stoechas,L.
Legousia,,Durande
Legousia,falcata,(Ten.) Fritsch
Legousia,pentagonia,(L.) Thell.
Legousia,speculum-veneris,(L.) Chaix
Legouzia,,Delarbre
Leontodon,,L.
Leontodon,asperrimus,(Willd.) J. Bail
Leontodon,bulbosus,L.
Leontodon,hispidulum,(Del.) Boiss.
Leontodon,laciniatus,(Bertol.) Widder ex Bornm.
Leontodon,ubanoticus,Boiss.
Leontodon,tuberosus,L.
Lesquereuxia,,Boiss. et Reut.
Lesquereuxia,syriaca,Boiss. et Reut.
Leucanthemum,,Mill.
Leucanthemum,myconis,(L.) Giraud
Leysera,,L.
Leysera,capillifolia,(Willd.) Sprengel
Leysera,leyseroides,(Desf.) Maire
Limonium,,Miller
Limonium,angustifolium,(Tausch) Degen
Limonium,globuliferum,(Boiss. et Heldr.) O.
Limonium,graecum,(Poir.) O. Kuntze
Limonium,oleifolium,auct. an Mill?
Limonium,palmyrense,(Post) Dinsm.
Limonium,sieberi,(Boiss.) O. Kuntze
Limonium,sinuatum,(L.) Mill.
Limonium,spicatum,(Willd.) O. Kuntze
Limonium,thouinii,(Viv.) O. Kuntze
Limonium,virgatum,(Willd.) Fourr.
Linaria,,L.
Linaria,aegyptiaca,(L.) Dum.-Cour.
Linaria,albifrons,(Sibth. et Sm.) Spreng.
Linaria,antilibanotica,Rech. fil.
Linaria,arvensis,(L.) Desf.
Linaria,ascalonica,Boiss. et Ky.
Linaria,aucheri,Boiss.
Linaria,chalepensis,(L.) Miller
Linaria,commutata,Bernh.
Linaria,cymbalaria,(L.) Miller
Linaria,damascena,Boiss. et Gaill.
Linaria,elatine,(L.) Mill.
Linaria,genistifolia,(L.) Miller
Linaria,gombaultii,Thiéb.
Linaria,graeca,Chav.
Linaria,joppensis,Bornm.
Linaria,lanigera,Desf.
Linaria,longipes,Boiss. et Heldr.
Linaria,micrantha,(Cav.) Hoffm. et Link
Linaria,minor,(L.) Desf.
Linaria,parviflora,Desf. non Jacq. (Jacq.) Halâcsy
Linaria,parviflora,Desf. non Jacq. (Jacq.) Halâcsy
Linaria,pelisseriana,(L.) Miller
Linaria,persica,Chav.
Linaria,sieberi,Reichenb.
Linaria,simplex,(Willd.) DC.
Linaria,spuria,(L.) Mill.
Linaria,tenuis,(Viv.) Spreng.
Lippia,,L.
Lippia,nodiflora,(L.) Michaux
Lithodora,,Griseb.
Lithodora,hispidula,(Sm.) Griseb.
Lithospermum,,L.
Lithospermum,arvense,L.
Lithospermum,cornutum,Ledeb.
Lithospermum,decumbens,Vent.
Lithospermum,dispermum,L. f.
Lithospermum,hirsutissimum,Bertol.
Lithospermum,hispidulum,Sm.
Lithospermum,ihcrassatum,Guss.
Lithospermum,officinale,L.
Lithospermum,orientale,(L.) L.
Lithospermum,purpureocaeruleum,L.
Lithospermum,sibthorpianum,Griseb.
Lithospermum,tenuiflorum,L. fil.
Lithospermum,tinctorium,L.
Lithospermum,tubatum,Bertol.
Lobelia,,L.
Lobelia,gasparrinii,Tineo
Lobelia,laurentia,L.
Lobelia,minuta,L.
Lobelia,setacea,Sibth. et Sm.
Lobelia,tenella,Biv.
Logfia,,
Logfia,gallica,(L) Coss. et Germain
Longchampia,,Willd.
Longchampia,capillifolia,Willd.
Lonicera,,L.
Lonicera,etrusca,Santi
Lonicera,nummularifolia,Jaub. et Spach
Lonicera,orientalis,Lam.
Lonicera,persica,Jaub. et Spach
Lycium,,L.
Lycium,barbarum,L.
Lycium,chinense,Mill.
Lycium,europaeum,L.
Lycium,sinense,Poir.
Lycopsis,,L.
Lycopsis,aegyptiaca,L.
Lycopsis,obtusifolia,Willd.
Lycopus,,L.
Lycopus,europaeus,L.
Lysimachia,,L.
Lysimachia,dubia,Ait.
Lysimachia,linum-stellatum,L.
Majorana,,Miller
Majorana,syriaca,(L) Rafin. Majoranamaracus Rech. fil.
Majorana,zernyi,Rech. fil.
Mandragora,,L.
Mandragora,autumnalis,Bertol.
Mandragora,haussknechtii,Heldr.
Mandragora,officinarum,L. p.p.
Marrubium,,L.
Marrubium,cuneatum,Banks et Sol.
Marrubium,faucidens,Boiss. et Bal.
Marrubium,hermonis,Boiss.
Marrubium,hierapolitanum,Moût.
Marrubium,libanoticum,Boiss.
Marrubium,radiatum,Delile ex Benth.
Marrubium,undulatum,Fresen.
Marrubium,vulgare,L.
Marsdenia,,R. Br.
Marsdenia,erecta,(L.) R. Br.
Maruta,,Cass.
Maruta,cotula,DC.
Matricaria,,L.
Matricaria,aurea,(L.) Schultz-Bip.
Matricaria,chamomilla,L.
Matricaria,parthenium,L.
Matricaria,p'aecox,(Bieb.) DC.
Matricaria,suaveolens,L.
Mattia,,Schult.
Mattia,schlumbergeri,Boiss.
Mattiastrum,,(Boiss.) Brand
Mattiastrum,lamprocarpum,(Boiss.) Brand
Mattiastrum,lithospermifolium,(Lam.) Brand
Melissa,,L.
Melissa,calamintha,L.
Melissa,inodora,Bornm.
Melissa,officinalis,L.
Mentha,,L.
Mentha,aquatica,L.
Mentha,longifolia,L.
Mentha,microphylla,C. Koch
Mentha,pulegium,L.
Mentha,sieberiC.,Koch?
Mentha,spicata,L.
Mentha,sylvestris,L.
Mericarpaea,,Boiss.
Mericarpaea,vàillantioides,Boiss.
Michauxia,,L'Hérit.
Michauxia,campanuloides,L'Hérit.
Michauxia,nuda,DC.
Microcala,,"Hoffmanns, et Link"
Microcala,filiformis,"(L.) Hoffmanns, et Link"
Micromeria,,Benth.
Micromeria,amana,Rech.
Micromeria,barbata,Boiss. et Ky
Micromeria,graeca,(L.) Benth.
Micromeria,juliana,(L.) Benth.
Micromeria,libanotica,Boiss.
Micromeria,myrtifolia,Boiss. et Hoh.
Micromeria,nervosa,(Desf.) Benth.
Micromeria,nummulariifolia,Boiss.
Micromeria,serpyllifolia,(Bieb.) Boiss.
Micromeria,shepardi,Post
Micropus,,L.
Micropus,bombycinus,Lag.
Micropus,discolor,Pers.
Micropus,erectus,L.
Micropus,longifolius,Boiss. et Reut.
Micropus,supmus,i-à*
Mindium,,Adanson
Mindium,campanuloides,(L'Hérit.) Rech. fil. et
Mindium,nudum,(A. DC.) Rech. fil. et Schiman-
Mindium,rhazia,Rauwolf
Moltkia,,Lehm.
Moltkia,angustifolia,DC.
Moltkia,coerulea,(Willd.) Lehm.
Moltkia,longiflora,(Bertol.) Wettst.
Moluccella,,L.
Moluccella,laevis,L.
Moluccella,lanata,Post
Moluccella,spinosa,L.
Moriria,,L.
Moriria,persica,L.
Mosheovia,,Eig
Mosheovia,galilaea,Eig
Myconia,,"Neck, ex Schultz-Bip."
Myconia,myconis,(L.) Briq.
Myopordon,,Boiss.
Myopordon,pulchellum,(Winkler et Barbey) Wa-
Myopordon,thiebauti,(G nty) Wagenitz
Myosotis,,L.
Myosotis,barbata,Bieb.
Myosotis,caespitosa,CF. Schultz
Myosotis,collina,auct.
Myosotis,hispida,Schlecht.
Myosotis,lithospermifolia,(Willd.) Hornem.
Myosotis,macrosiphon,Font Quer et Maire
Myosotis,micrantha,auct.
Myosotis,orientalis,Schenk
Myosotis,ramosissima,Rochel sensu Dinsm.
Myosotis,ramosissima,Rochel sensu Dinsm.
Myosotis,refracta,Boiss.
Myosotis,sicula,Guss.
Myosotis,speluncicola,(Boiss.) Rouy
Myosotis,stricta,Link ex Roem. et Schult.
Nepeta,,L.
Nepeta,bithynica,Bornm.
Nepeta,caesarea,Boiss.
Nepeta,calycina,Fenzl campylantha Rech. fil.
Nepeta,cataria,L.
Nepeta,cilicica,Boiss.
Nepeta,cryptantha,Boiss. et Hausskn.
Nepeta,curviflora,Boiss.
Nepeta,glomerata,Montb. et Auch.
Nepeta,italica,L.
Nepeta,leucostegia,Boiss. et Heldr.
Nepeta,marrubioides,Boiss. et Bal. non Willd. Willd.
Nepeta,marrubioides,Boiss. et Bal. non Willd. Willd.
Nepeta,nuda,L.
Nepeta,orientalis,Mill.
Nepeta,pabotii,Mouterde
Nepeta,serpyllifolia,Bieb.
Nepeta,trachonitica,Post
Nerium,,L.
Nerium,oleander,L.
Nicandra,,Adanson
Nicandra,physalodes,(L.) Gaertner
Nicotiana,,L.
Nicotiana,glauca,R. Graham
Nonea,,Medic.
Nonea,caspica,(Willd.) G. Don
Nonea,diffusa,Boiss. et Buhse
Nonea,melanocarpa,Boiss.
Nonea,obtusifolia,(Willd.) DC.
Nonea,palmyrensis,(Post) Sam.
Nonea,ventricosa,(Sm.) Griseb.
Notobasis,,Cass.
Notobasis,syriaca,(L.) Cass.
Odontites,,Ludwig
Odontites,aucheri,Boiss.
Odontites,hitea,Clairv
Oglifa,,Cass.
Oglifa,arvensis,(L.) Cass.
Oglifa,gallica,(L.) Chrtek et Holub
Oldenlandia,,L.
Oldenlandia,capensis,L. f.
Olea,,L.
Olea,europaea,L.
Omphalodes,,Mill.
Omphalodes,rugulosa,DC.
Onobroma,,Gaertn.
Onobroma,persicum,DC.
Onopordum,,L.
Onopordum,albolanatum,Arènes
Onopordum,ambiguum,Boiss. non Fresen.
Onopordum,anisacanthum,Boiss.
Onopordum,carduiforme,Boiss.
Onopordum,cynarocephalum,Boiss. et Bl.
Onopordum,datum,Sibth. et Sm.
Onopordum,floccosum,Boiss.
Onopordum,heteracanthum,C.A. Meyer
Onopordum,horridissimum,Eig
Onopordum,illyricum,L.
Onopordum,lanceolatum,Eig
Onopordum,libflnoticum,Boiss.
Onopordum,macrocephalum,Eig
Onopordum,nudipes,Arènes
Onopordum,syriacum,Holmboe
Onopordum,tauricum,Willd.
Onopordum,telavivense,Eig
Onopordum,tetragonocarpum,Arènes
Onopordum,virens,DC.
Onopordum,viscosum,Hornem. apud Sprengel
Onosma,,L.
Onosma,aleppica,Boiss.
Onosma,albo-rosea,Fisch. et Mey.
Onosma,armena,DC.
Onosma,aucherana,DC.
Onosma,auriculata,Auch. ex
Onosma,caerulescens,Boiss.
Onosma,caspica,Willd.
Onosma,cassia,Boiss.
Onosma,ciliata,DC.
Onosma,cinerea,Schreb.
Onosma,coerulea,Willd.
Onosma,echinata,auct. non Desf.
Onosma,flava,(Lehm.) Vatke ex Boiss.
Onosma,flavida,Boiss.
Onosma,frutescens,Lam.
Onosma,gigantea,Lam.
Onosma,mollis,DC.
Onosma,orientalis,(L.) L.
Onosma,ovalifolia,Kotschy et Boiss.
Onosma,pallida,Boiss.
Onosma,rascheyana,Boiss.
Onosma,roussaei,DC.
Onosma,sericea,Willd.
Onosma,setosa,Ledeb.
Onosma,syriaca,Labili.
Onosma,xanthotricha,Boiss.
Oporinia,,D. Don
Oporinia,laciniata,Bertol.
Origanum,,L.
Origanum,bargyli,"Moût, syriacum"
Origanum,bargyli,"Moût, syriacum"
Origanum,bargyli,L.
Origanum,brevidens,(Bornm.) Dinsm.
Origanum,ehrenbergii,Boiss. syriacum
Origanum,ehrenbergii,Boiss. syriacum
Origanum,ehrenbergii,L.
Origanum,laevigatum,Boiss. syriacum
Origanum,laevigatum,Boiss. syriacum
Origanum,laevigatum,L.
Origanum,libanoticum,Boiss. syriacum
Origanum,libanoticum,Boiss. syriacum
Origanum,libanoticum,L.
Origanum,maru,"auct. non L. pabotii Moût. symeonis Moût,"
Origanum,syriacum,L.
Origanum,vulgare,L.
Ormenis,,Cass.
Ormenis,mixta,(L.) Dum.
Orobanche,,
Orobanche,aegyptiaca,Pers.
Orobanche,astragali,Mout.
Orobanche,auranitica,Mout.
Orobanche,camptolepis,Boiss. et Reut.
Orobanche,cernua,Loefl.
Orobanche,cilicica,G. Beck
Orobanche,coccinea,M. Bieb.
Orobanche,coelestis,(Reut.) G. Beck
Orobanche,coerulea,Vill.
Orobanche,crenata,Forssk.
Orobanche,grisebachii,Reuter in DC.
Orobanche,hermonis,Mout.
Orobanche,lavandulacea,Reichenb.
Orobanche,libanotica,(Schweinfurth) G. Beck
Orobanche,major,L.
Orobanche,minor,L. in Sowerby
Orobanche,mutelii,F.W. Schultz
Orobanche,nana,(Reuter) Noë ex G. Beck
Orobanche,pubescens,d'Urv.
Orobanche,purpurea,Jacq.
Orobanche,ramosa,L.
Orobanche,schultzii,Mutel
Orobanche,serratocalyx,G. Beck
Orobanche,speciosa,DC. in Lam.
Orobanche,tinctoria,Forssk.
Orobanche,versicolor,F.W. Schultz
Otanthus,,"Hoffmanns, et Link"
Otanthus,maritimus,"(L.) Hoffmanns, et Link"
Pallenis,,Cass.
Pallenis,spinosa,(L.) Cass.
Paracaryum,,(A. DC.) Boiss.
Paracaryum,lamprocarpum,Boiss.
Paracaryum,myosotoides,(Labili.) Boiss.
Paracaryum,rubriflorum,Stocks
Paracaryum,rugulosum,(DC.) Boiss.
Paracaryum,velutinum,Pos't
