page_num,genus,epithet,infra,author,taxon rank
627,Juncus,,,,genus
627,Juniperus,,,,genus
627,Kochia,,,,genus
628,Kœleria,,,,genus
628,Kohlrauschia,,,,genus
628,Krascheninnikovia,,,,genus
628,Lagurus,,,,genus
628,Lamarckia,,,,genus
628,Leersia,,,,genus
628,Lemna,,,,genus
628,Lepturus,,,,genus
628,Lilium,,,,genus
628,Limodorum,,,,genus
628,Lloydia,,,,genus
628,Lolium,,,,genus
628,Lophochloa,,,,genus
628,Loranthus,,,,genus
628,Loroglossum,,,,genus
628,Luzula,,,,genus
628,Lychnis,,,,genus
628,Lycochloa,,,,genus
628,Lycopodium,,,,genus
628,Madura,,,,genus
628,Manisurus,,,,genus
628,Marsilea,,,,genus
628,Melandrium,,,,genus
628,Melica,,,,genus
628,Merendera,,,,genus
628,Mesembryanthemum,,,,genus
628,Microcnemum,,,,genus
628,Milium,,,,genus
628,Minuartia,,,,genus
629,Mœnchia,,,,genus
629,Molinia,,,,genus
629,Monerma,,,,genus
629,Monocaryum,,,,genus
629,Montia,,,,genus
629,Morocarpus,,,,genus
629,Moms,,,,genus
629,Muscari,,,,genus
629,Naias,,,,genus
629,Narcissus,,,,genus
629,Nardurus,,,,genus
629,Nardus,,,,genus
629,Neotinea,,,,genus
629,Nephrodium,,,,genus
629,Noaea,,,,genus
629,Nothochlaena,,,,genus
629,Notholaena,,,,genus
629,Obione,,,,genus
629,Ophioglossum,,,,genus
629,Ophrys,,,,genus
630,Oporanthus,,,,genus
630,Orchis,,,,genus
630,Ornithogalum,,,,genus
630,Oryza,,,,genus
630,Oryzopsis,,,,genus
630,Osmunda,,,,genus
630,Ostrya,,,,genus
630,Osyris,,,,genus
630,Oxyria,,,,genus
630,Pancratium,,,,genus
630,Panderia,,,,genus
630,Panicum,,,,genus
631,Pappophorum,,,,genus
631,Parapholis,,,,genus
631,Parietaria,,,,genus
631,Paronychia,,,,genus
631,Paspalidium,,,,genus
631,Paspatiun,,,,genus
631,Penmsetum,,,,genus
631,Petrorhagia,,,,genus
631,Petrosimonia,,,,genus
631,Phacelurus,,,,genus
631,Phalaris,,,,genus
